Year,Simulation,Pathway,total_NOx_USD,total_SO2_USD,total_PM2.5_USD,total_PM10_USD,total_CO_USD,total_VOC_USD,total_air_emission_USD
2036,1032,B2,43553.3271678339,32014.5982103651,22743096.9479904,1499.06934496889,10706859.8349118,500799.198432569,34027822.976058
2037,1032,B2,42019.2821512315,30785.9207251413,21961658.0902877,1408.37000823633,10354599.597462,483588.188564738,32874059.4491991
2038,1032,B2,39199.8028599073,28586.5369041675,21083146.5861771,1372.52898522558,9958248.01213963,464219.176330572,31574772.6433966
2039,1032,B2,36983.7803832692,27055.8889266643,20098904.9708934,1250.7683704067,9530061.9087955,442575.084378187,30136832.4017474
2040,1032,B2,35189.0862958065,25692.4881864207,19943814.8088741,1107.93697390052,9458807.42049948,439212.394316454,29903824.1351461
2041,1032,B2,31102.7105167125,22802.3593448706,18401429.5145968,974.680013278084,8780740.05847348,405291.045446632,27642340.3683918
2042,1032,B2,28845.2543695681,20776.5647392013,17385659.6496253,914.921898497414,8293257.38066384,382506.522381927,26111960.2936783
2043,1032,B2,27371.1109614286,19908.227528724,16687416.1332427,798.337491053027,7956212.12276918,366805.172083881,25058511.1040769
2044,1032,B2,24796.3748551403,18302.2274544143,15688072.0880027,699.446212974335,7505765.01652425,344669.62746422,23582304.7805137
2045,1032,B2,22425.3860445954,16162.1384898985,14802130.9207636,620.761874074221,7118286.00010653,325225.425453816,22284850.6327325
2046,1032,B2,20626.3178762926,14293.7368621718,13964761.1792926,613.449401851714,6693037.42421965,306056.803606308,20999388.9112589
2031,1032,B3,45544.2426267538,31314.2372537411,21790188.8134271,1944.60595463514,10272532.5696449,479083.737658084,32620608.2065652
2032,1032,B3,45800.0481779306,31626.4995679276,21750293.4368409,1746.2868646781,10268768.9033695,478282.358008543,32576517.5328294
2033,1032,B3,45326.6056096232,31161.6272805755,21508218.5743379,1747.14343637726,10171913.3969874,473194.769702284,32231562.1173541
2034,1032,B3,44672.6248049166,31073.8237267736,21197683.7308198,1656.57979944782,10039667.6808097,466434.404048211,31781188.8440088
2035,1032,B3,42978.9486330775,29549.1023660469,20746459.6720881,1532.0074338433,9836582.61819133,456468.218578178,31113570.5672906
2036,1032,B3,33475.9361927349,23367.7519879181,17704462.113613,1258.57126500758,8476413.18424646,389296.452784101,26628274.0100892
2037,1032,B3,33043.6445862477,22998.6799815372,17415691.8990358,1245.56006863326,8316232.82011057,382612.825547672,26171825.4293305
2038,1032,B3,31892.4696709305,22395.855509259,17116738.5886603,1279.78316150746,8201264.01700908,376188.926853596,25749759.6408646
2039,1032,B3,30715.1937705175,21412.2963153323,16471465.7951548,1141.02398156854,7882469.61832235,361582.902609489,24768786.8301541
2040,1032,B3,31420.0376649351,21473.557307186,16614969.4798035,1064.6027803182,7958797.09398005,365024.955860653,24992749.7273967
2041,1032,B3,21650.123542019,15443.9382296198,13386485.9758615,823.149531362542,6461359.43226238,293001.792802955,20178764.4122299
2042,1032,B3,20236.1900333839,14283.5359454657,12679307.6242688,777.148914139078,6080728.18679788,276657.981660169,19071990.6676199
2043,1032,B3,20180.6338069599,14235.8949575465,12458280.1089431,677.856412626357,5969373.7280162,271616.494440104,18734364.7165765
2044,1032,B3,18753.2352314319,13252.0883761776,11766406.6027537,651.149114875573,5633484.01049624,256073.575261369,17688620.6612338
2045,1032,B3,16248.5548804376,11334.1336383058,11100465.6144035,575.762134405359,5321830.69676496,241185.918619586,16691640.6804412
2046,1032,B3,11837.0792998179,8240.20548072929,9085723.37783482,483.930119976102,4314663.2939111,195376.917481117,13616324.8041276
2031,1032,C1,99504.1438003284,73572.8088560432,31696809.9849065,3424.41886716724,14484650.2746341,694365.710299266,47052327.3413634
2032,1032,C1,77990.2383375527,56577.5638771137,27529314.6652978,3166.10739737709,12675419.2009044,603474.682418042,40945942.4582323
2033,1032,C1,56898.8296913429,41575.7995630841,22751459.233651,2735.63969226202,10614541.0070029,499153.173494856,33966363.6830955
2034,1032,C1,39323.6003727305,29751.8129283291,17972214.8661176,2250.88875096247,8557154.00725846,394567.792519297,26995262.9679474
2035,1032,C1,27924.6444168993,21496.4111041924,14041101.1606497,1767.20631739889,6770480.42667447,307606.251608162,21170376.1007708
2036,1032,C1,20530.5972901353,15743.1361524942,10968126.0375548,1277.52033168259,5245582.09843875,238250.157829268,16489509.5475971
2037,1032,C1,14501.6888980798,11318.0772241537,8751331.18869309,997.056389215039,4043102.12013818,187118.722942722,13008368.8542854
2038,1032,C1,10872.7141329362,8274.76130365752,7246989.35919082,786.757015705967,3225302.43015893,152383.014840175,10644609.0366422
2039,1032,C1,8649.66317773718,6652.69364167849,6241629.99954017,639.347523167948,2674420.93353827,129105.432312798,9061098.06973382
2040,1032,C1,6547.52694409396,5027.32704189154,5524201.53604414,450.094114216504,2268784.45380672,112273.786982869,7917284.72493394
2041,1032,C1,5034.70220980227,4043.95228853835,4923213.89857644,344.183881665775,1940845.1742495,98350.8871678522,6971832.7983738
2042,1032,C1,4215.79081760001,3390.72276568302,4467846.78413989,279.023733027597,1704338.86778383,87908.2822128904,6267979.47145292
2043,1032,C1,3539.02914621122,2873.13571094287,4134544.56279572,161.663333513538,1538159.45133473,80308.8549889092,5759586.69731003
2044,1032,C1,3055.44835686322,2518.47780179885,3873637.36406504,88.0111600220898,1390951.91840613,74143.9724352265,5344395.19222508
2045,1032,C1,2887.87722592871,2373.1508501951,3696217.57239346,47.4596896612549,1289928.15550775,69981.6968676097,5061435.9125346
2046,1032,C1,2621.08411123642,2159.46851920465,3561763.23196472,29.8960192995375,1197040.8147093,66639.8777936119,4830254.37311738
2031,1032,C2,63157.9152829803,45090.3309057335,27183139.2688634,2341.40260631771,12619924.1450771,597527.325376449,40511180.3881121
2032,1032,C2,58525.459981351,41425.7895237088,26066117.4032132,2093.44061186143,12153114.1128117,573265.567815333,38894541.7739571
2033,1032,C2,52783.4889065888,37701.1592864878,24546188.7347883,1890.53103573966,11504461.0399011,540242.295166392,36683267.2490846
2034,1032,C2,48381.2946537569,34127.7613323932,23164151.8814177,1744.72432135932,10907412.5613385,510019.165269654,34665837.3883334
2035,1032,C2,43814.237688978,30479.8036065717,21584578.8072275,1537.96164994173,10216305.4910845,475341.381893102,32352057.6831507
2036,1032,C2,39978.3168283111,28161.8344716549,20513613.6495333,1431.16818071371,9749333.50566049,451824.030185492,30784342.5048599
2037,1032,C2,36723.6023012188,25762.4789222552,19185580.9882113,1329.22330580284,9144818.9214281,422412.780367752,28816627.9945364
2038,1032,C2,32646.8403129732,23072.6397898525,17960122.5774348,1270.60093363742,8592221.65953108,395294.287908645,27004628.605911
2039,1032,C2,29240.2117195737,20644.9681325975,16538645.4981646,1098.04591755992,7932225.49052957,363608.996919924,24885463.2113838
2040,1032,C2,28082.668590925,19560.3219996882,16004198.1423146,962.385247378418,7692202.7920594,351934.382140466,24096940.6923524
2041,1032,C2,22874.9149955764,16273.4683915818,14190747.1238454,836.590879754397,6857110.52432748,311536.071100798,21399378.6935406
2042,1032,C2,19505.8263915654,13876.5706821306,12852051.2553237,739.430468949885,6217215.10060541,281428.878156815,19384817.0616286
2043,1032,C2,17703.43114172,12670.5436508281,12047629.6254416,625.412136891088,5824372.13915831,263275.686794831,18166276.8383241
2044,1032,C2,15422.4411044851,11259.6551233549,10833207.4371758,538.741170719209,5235518.73433462,235940.562667625,16331887.5715766
2045,1032,C2,13883.2708730876,9841.32483605907,10240476.7338562,468.872294137792,4947349.64337675,222580.267468371,15434600.1127046
2046,1032,C2,12624.8164757861,8672.17865538013,9841166.78418333,484.000846090233,4736627.0650858,213365.859727772,14812940.7049742
2047,1031,C1,1717.72338116638,1164.48830574217,2442014.53794965,15.4702804018323,815176.601651895,42647.496091437,3302736.31766029
2048,1031,C1,1689.83166040841,1152.61031122428,2419462.86965143,11.1368896653979,791288.724926618,41980.832492933,3255586.00593228
2049,1031,C1,1614.40531273783,1101.11778417883,2372987.17514802,8.00143101244889,760765.148842791,40875.0080082735,3177350.85652702
2050,1031,C1,1584.23527216707,1083.72624656069,2358634.89915465,1.19729794764977,754565.064719415,40551.2085222436,3156420.33121299
2047,1031,C2,10074.4950318935,6284.49999526274,7762270.92977219,378.338486436391,3893428.93758761,167703.42202343,11840140.6228968
2048,1031,C2,10203.5716469074,6273.5356823598,7525164.24653729,387.463097729902,3775984.79289057,162277.163348857,11480290.7732037
2049,1031,C2,8628.52053650513,5384.23345533146,6805380.8350232,306.701795766928,3457094.3732391,146384.897399184,10423179.5614491
2050,1031,C2,7251.7108851617,4586.79515730078,6372791.64354489,277.119898416503,3209519.35557522,136229.114152497,9730655.73921348
2047,1031,C3,9678.93583714422,5914.41507308711,7014488.80306557,331.503847686116,3485752.46315949,149654.149616049,10665820.270599
2048,1031,C3,9316.17072460361,5688.32418236604,6741745.30357457,306.389329792159,3314665.37270181,143033.623581837,10214755.184095
2049,1031,C3,7737.0617360068,4830.95418868088,6104963.02700857,287.934360431124,3010921.17425336,128767.063032054,9257507.21457911
2050,1031,C3,6635.52355050765,4183.66950762941,5748459.06557896,249.365234300182,2855635.38074994,120931.272118294,8736094.27673963
2047,1032,B1,12284.0497668815,7725.29448875368,8830974.87547232,433.907358303205,4386066.38338287,191138.385360541,13428622.8958297
2048,1032,B1,10824.0154200523,6780.95782954263,8002980.89076632,399.494818170451,3989924.0604205,172524.850001132,12183434.2692557
2049,1032,B1,9669.11631027422,6138.37886756172,7424223.54328167,345.327372974144,3692332.2308865,159286.685585486,11291995.2823045
2050,1032,B1,8284.2239072022,5267.62765854125,6738684.17831912,266.665791490862,3318006.10694197,143357.124457425,10213865.9270757
2047,1032,B2,16275.8009070705,10238.0023742927,12170477.9620689,531.176378554798,6018584.53001396,267176.663653421,18483284.1353962
2048,1032,B2,14829.9476120203,9255.30386209573,11071658.6124694,483.424153191667,5492083.76383246,242458.592009492,16830769.6439386
2049,1032,B2,13322.7829306544,8427.35603917316,10435571.5377825,431.747548946496,5177212.66250952,228085.786731496,15863051.8735423
2050,1032,B2,11573.2847089673,7270.1186999266,9324403.32551009,333.613254366107,4621361.18942748,202861.844342242,14167803.3759431
2047,1032,B3,9890.61364003767,6249.54841678512,7549063.07749559,377.911808748279,3735507.84209616,161879.159988384,11462968.1534457
2048,1032,B3,8711.16489437639,5484.88266147525,6950181.33147108,337.820155919303,3422716.2886512,148217.210609549,10535648.6984436
2049,1032,B3,7719.53501243707,4902.68000710084,6341914.42396412,325.000423414712,3125525.48477838,134453.484732422,9614840.60891787
2050,1032,B3,6749.35531314547,4277.88966521352,5725993.81121793,231.320181392463,2750327.2480582,119736.444156897,8607316.06859277
2047,1032,C1,1716.9851392432,1181.43963167762,2448323.92111826,21.3518309939138,816797.127555171,42769.9793386009,3310810.80461395
2048,1032,C1,1646.69471747884,1130.51590655209,2404040.89545641,9.64032618682836,784036.925960118,41619.8807956254,3232484.55316237
2049,1032,C1,1574.94322368004,1086.57318141397,2356696.73628544,1.21680609201139,750245.776191524,40464.8125177388,3150070.05820589
2050,1032,C1,1564.64340984364,1082.67349388775,2349773.88927563,1.28511814210984,749105.562508152,40329.9426165932,3141857.99642225
2047,1032,C2,10839.8924251015,6817.05739053552,8344538.34519515,394.995688287364,4171321.05895868,180812.962431029,12714724.3120888
2048,1032,C2,9537.8010281123,6008.83744020098,7626327.97765006,372.586272169366,3840383.12902213,164774.598115967,11647404.9295286
2049,1032,C2,8729.58087431618,5538.68723956531,7116530.24867747,319.414609679682,3575434.94784184,153092.021793705,10859644.9010366
2050,1032,C2,7532.61882548488,4798.62503807737,6458481.01617367,255.887000945979,3190820.95569121,137537.14769609,9799426.25042548
2025,1032,C3,117172.265301448,422399.336169928,32258264.3977222,151948.936594307,15610107.8024758,785804.308487665,49345697.0467514
2026,1032,C3,82704.6587350384,372151.618900212,27586219.8357027,139713.989256385,13568437.735636,677322.12152748,42426549.9597578
2027,1032,C3,80214.1901626356,364071.181049367,27266990.1920689,137898.109993438,13423136.6384727,670303.419678223,41942613.7314253
2028,1032,C3,79335.533261142,268354.710400686,27124424.6446876,126443.291064248,13344097.6133362,665395.403811014,41608051.1965609
2029,1032,C3,75139.3869427158,251316.817785968,26950238.6605193,124915.223341368,13263198.9632886,660832.096257119,41325641.148135
2030,1032,C3,71744.9740649385,207451.262817551,26906929.1219635,120716.43265459,12367556.3187187,647492.887974714,40321890.9981939
2025,1032,D,55719.4413176887,418539.933688098,30043978.2615309,147138.67958293,14232739.9310732,735944.700275126,45634060.9474679
2026,1032,D,47116.6435221921,391758.87083174,26273703.2953217,141578.938256933,12601959.0743954,650791.653313938,40106908.4756418
2027,1032,D,49412.5274240366,403860.67508023,27297411.6839809,144276.008432778,13049215.6943985,674912.354348452,41619088.943665
2028,1032,D,51465.1559423442,413054.310860701,28504551.8875329,145699.918722013,13580373.7538333,702072.309166286,43397217.3360575
2029,1032,D,54066.3002827286,419174.081140343,29514788.5965779,147891.816239013,14026703.6160179,725533.139928423,44888157.5501863
2030,1032,D,55022.2470755513,419820.176126422,30413172.2656845,147248.881605431,14417367.479131,744574.8479922,46197205.8976152
2031,1032,D,47715.9852026223,395807.657066589,26769726.3406403,142114.345247606,12833210.131519,662962.665479929,40851537.125156
2032,1032,D,49981.124462698,406317.28037834,28147839.398055,144432.288257371,13436606.1782136,694049.534113295,42879225.8034803
2033,1032,D,52529.1708558675,413197.278553579,29312205.1895029,145906.900978477,13948754.5409648,720563.865696574,44593156.9465521
2034,1032,D,54648.7698451836,420566.725160242,30324318.3882416,147791.247979536,14393290.3492342,743624.644604527,46084240.1250653
2035,1032,D,57519.1327782,425424.765381364,31412692.6848477,148918.968077711,14869872.9392603,768078.248973683,47682506.739319
2036,1032,D,59648.935850981,434465.972915342,32275470.7937246,150318.713589924,15250023.2859321,787538.162369896,48957465.8643829
2037,1032,D,61348.3190212288,435065.548156207,32828357.8937041,150104.961023726,15489336.4207669,799324.131454252,49763537.2741264
2038,1032,D,63395.1047001748,439411.514817702,33570983.3375168,150847.596632929,15813753.9298934,815791.089636027,50854182.573197
2039,1032,D,65313.3308092381,446917.116038438,34184453.8309272,152574.784042104,16086685.6318071,830267.954513106,51766212.6481372
2040,1032,D,66972.342413568,448068.417188706,34709359.7252949,152432.673703618,16329737.1224176,841651.425112421,52548221.7061307
2041,1032,D,55811.390979622,414605.667857852,30701384.6691132,145837.127154865,14568711.3133163,751093.368265171,46637443.536687
2042,1032,D,56973.2420579383,422109.340586438,31305832.1017372,147001.295605404,14843615.4683674,765192.140498346,47540723.5888528
2043,1032,D,58597.55555804,421446.609250618,31640021.104927,147166.470384445,14986665.2450869,772350.938600299,48026247.9238073
2044,1032,D,59116.0516376767,423843.653526551,31953991.7614958,147507.221154276,15128548.2758378,779698.533825173,48492705.4974772
2045,1032,D,58828.0802083413,421735.00457585,32041369.6252216,146760.486648381,15162710.8882517,781043.123715176,48612447.2086211
2046,1032,D,57793.9215601505,423094.407765406,31860017.484771,146049.780112865,15074038.5718435,776842.738575148,48337836.9046281
2047,1032,D,56984.6174907321,420330.946655416,31801522.4015742,146292.196269068,15045178.3954361,775817.120371268,48246125.6777969
2048,1032,D,55458.6814439561,417228.002631911,31551152.3213291,145113.163847184,14932643.3341549,769917.239453621,47871512.7428607
2049,1032,D,54440.4520166422,403141.911973778,31213294.352611,141194.099640829,14796075.3402306,759859.14304361,47368005.2995165
2050,1032,D,51409.1758760652,397232.405085528,30194825.0358773,140678.701567871,14339918.2426352,737561.822241427,45861625.3832834
2025,1033,A,64333.5703613682,902093.182377533,24966515.2991489,139513.601746748,12025498.4846206,627353.555605205,38725307.6938603
2026,1033,A,65812.6833456187,917977.088698787,26196555.2287321,141384.997005168,12564456.4112659,655131.327625287,40541317.7366729
2027,1033,A,66917.6906329065,919134.938649326,27263141.031419,142636.462829616,13030406.8495524,679010.488735899,42101247.4618191
2028,1033,A,69005.4892972961,935871.298423212,28464270.7675479,144871.749481032,13560837.7617908,706536.935605929,43881394.0021462
2029,1033,A,71307.0010608325,955623.681535229,29426948.2388103,147106.533066524,13978338.3053858,728753.685630572,45308077.4454893
2030,1033,A,71921.3208945689,955970.570650233,30242406.7879701,146791.410339226,14327472.3524678,746197.792213276,46490760.2345351
2031,1033,A,73386.0819615032,957921.622733495,31071592.4795176,147617.323053271,14691954.3958403,764544.393718049,47707016.2968242
2032,1033,A,75296.6482822832,976788.96727915,31947307.7890501,149555.513400612,15073397.3682587,784820.258677,49007166.5449478
2033,1033,A,77302.9916331832,983160.162981798,32570885.503016,150572.783201521,15341348.7637523,798920.374939357,49922190.5795242
2034,1033,A,78881.8790910587,993873.950392748,33220415.3154055,151827.933130148,15630391.3348421,813743.158404581,50889133.5712661
2035,1033,A,80378.4736663985,1003449.34774004,33704532.4679565,153240.578962197,15842319.1689147,825153.169068607,51609073.2063084
2036,1033,A,81058.9350609825,996587.741689148,34255530.9539904,153796.936240233,16083033.5732688,837119.453388447,52407127.5936379
2037,1033,A,83055.8885515041,1016391.74735172,34531783.9433314,155218.030476078,16197555.5984547,844100.505872203,52828105.7140377
2038,1033,A,83700.2738558065,1013806.18005559,34836974.5874499,155540.688028985,16331821.5708113,850694.852044303,53272538.1522459
2039,1033,A,84471.202596097,1013829.49248239,35070317.5570775,155983.168858142,16431957.7847291,856010.204975225,53612569.4107184
2040,1033,A,85496.8299742589,1022146.09899276,35337027.3922345,157463.361372283,16553221.2254272,862680.247765879,54018035.1557669
2041,1033,A,86415.5416472936,1029890.23462189,35417136.0357431,157705.815306495,16577654.1220729,864615.886496652,54133417.6358884
2042,1033,A,86622.8452719,1030918.45974059,35521019.7576343,157767.442470031,16626558.0439714,866838.912737879,54289725.4618261
2043,1033,A,87224.7626312197,1030830.40740824,35630660.4317054,158209.202769515,16670733.250667,869417.754623294,54447075.8098046
2044,1033,A,88001.7406567261,1041605.42366473,35789083.2607543,159089.480989937,16742404.4034644,873447.37667484,54693631.6862049
2045,1033,A,86867.3780057357,1030046.81250459,35633133.4741955,156874.813900022,16673200.126694,868738.134274968,54448860.7395748
2046,1033,A,85214.7831095521,1018574.83630563,35456454.3194944,154972.619900716,16596872.972021,863808.268795974,54175897.7996273
2047,1033,A,84783.8284486531,1014185.01881148,35429913.984708,154382.01051606,16586025.6333924,862871.807662843,54132162.2835395
2048,1033,A,84829.9609219652,1020682.80423258,35424022.7220394,154409.647104064,16585445.5615061,862759.587635773,54132150.2834398
2049,1033,A,84163.4035040309,1002694.06741422,35360327.8567563,153839.176865646,16552877.607214,860911.262868621,54014813.3746229
2050,1033,A,81756.9669039616,995299.44559616,34976170.3926638,150781.711234022,16383854.6157912,850807.653524732,53438670.7857139
2025,1033,B1,111166.496388885,418666.997892173,31741626.3943327,152677.653257883,15360484.374966,774524.767124334,48559146.683962
2026,1033,B1,78480.645905161,370030.334009558,27121664.3752268,141494.485947091,13351530.2882655,668009.874817598,41731210.0041717
2027,1033,B1,75510.3376878799,324487.394860194,26788695.1069747,138082.616530772,13186223.4405928,659496.125266794,41172495.0219131
2028,1033,B1,73604.9589925954,235499.221738885,26598923.4596433,125998.502439623,13100996.3917983,653189.03394424,40788211.568557
2029,1033,B1,68722.6488863167,214542.339773103,26275301.4092644,124214.312966049,12951550.7026922,645484.15939975,40279815.5729818
2030,1033,B1,67921.7786260753,195718.940637569,26072289.4962236,121404.800848579,12041137.4264102,629792.671036032,39128265.113782
2025,1033,B2,94741.5454783597,407426.777721757,30865616.208654,146696.812346892,14987594.8275,754254.109077427,47256330.2807785
2026,1033,B2,84829.0459642584,402442.43917229,30386876.2113966,142615.386254431,14790736.971907,741892.230794792,46549392.2854894
2027,1033,B2,79195.9162233953,348899.537370358,29786903.3488166,138233.838180816,14510092.029207,727186.48944643,45590511.1592446
2028,1033,B2,76389.3811378608,254277.811480928,29270058.2851495,126300.49266133,14278264.9400923,713763.555760508,44719054.4662824
2029,1033,B2,71064.4917076334,236352.389401998,28649481.138506,123641.285440254,13998227.5074878,699052.718883973,43777819.5314276
2030,1033,B2,69174.193015973,216696.22864862,28218191.7376473,120850.822708474,12973965.6815272,678397.659564888,42277276.3231125
2025,1033,B3,112178.56655446,418330.593482563,31927374.7630815,150526.281866556,15437737.4067505,777971.589946143,48824119.2016818
2026,1033,B3,80040.006128241,371519.636203652,27439466.8617445,139740.273590612,13484176.6797696,674538.439836191,42189481.8972729
2027,1033,B3,77333.0961993949,325868.338026535,27197649.0516258,136686.958545515,13358925.5066204,668193.051359351,41764656.002377
2028,1033,B3,75600.4646518139,237969.75525398,27103406.691577,124946.768967391,13320091.2627477,664093.518996352,41526108.4621942
2029,1033,B3,71742.2347969491,219864.664075751,26846752.5870355,123228.261298636,13197251.1855418,657832.757634921,41116671.6903836
2030,1033,B3,70872.9076585319,200982.198481623,26772746.5009001,120424.303905772,12338022.7236009,644965.235412116,40148013.869959
2025,1033,C1,126115.042380421,538759.065764759,31865576.8432464,141925.414913959,15371230.6811239,774625.221538131,48818232.2689677
2026,1033,C1,123007.25152093,553902.652781131,33042415.6436816,140741.332731279,15901624.7209857,799749.618823059,50561441.2205237
2027,1033,C1,125718.043167569,512868.662485854,34045419.6009097,138667.738561069,16313894.9280886,820855.824114873,51957424.7973276
2028,1033,C1,131199.999384081,435397.740594015,35208294.0168973,130017.286839973,16818470.3855118,845763.236927931,53569142.6661551
2029,1033,C1,135580.579587155,440207.826541715,36027815.535828,129788.720154831,17161685.4443025,863287.195982453,54758365.3023967
2030,1033,C1,140963.214742683,429336.716249825,37051615.3453506,129058.030772953,16701420.4539614,874736.723707764,55327130.4847851
2025,1033,C2,103423.238165757,408709.309576438,31457779.2614884,148070.398482149,15245177.1216835,767292.481867634,48130451.811264
2026,1033,C2,94013.2526283443,404555.501533234,31163157.656533,143880.900455948,15129739.6680251,758882.209720245,47694229.1888959
2027,1033,C2,89294.4412867521,352806.214373339,30793672.2418254,140034.569544887,14947245.797833,749491.488833525,47072544.7536969
2028,1033,C2,86178.3519507683,256630.85604198,30462486.3175562,127996.779980455,14799794.0367934,740191.134353876,46473277.4766766
2029,1033,C2,81811.3207733832,243539.688634897,30034023.7835519,125722.987914412,14606955.2286313,729931.635953809,45821984.6454598
2030,1033,C2,80505.4491085056,223368.193309314,29819971.8246655,123773.549866794,13665927.4471957,714345.715466717,44627892.1796125
2025,1033,C3,117315.686714566,421131.10355813,31992768.0505847,150497.297782226,15458610.5222702,779039.426992773,48919362.0879026
2026,1033,C3,83979.4639069736,373524.207413461,27525637.7864212,139716.197067797,13513900.8026846,676062.235816609,42312820.6933106
2027,1033,C3,81185.7092437652,327846.993751436,27285990.4829057,136663.263093715,13389579.4160556,669760.052232001,41891025.9172821
2028,1033,C3,79400.1699371814,239915.721054936,27193730.3279778,124924.02051385,13351921.0744334,665703.701237579,41655595.0151548
2029,1033,C3,75471.5135617318,221792.61620436,26937614.7483212,123206.30226874,13229630.5367486,659455.119047244,41247170.8361518
2030,1033,C3,74599.7055811674,202928.51615381,26865711.727032,120404.332172449,12371576.097203,646635.742642437,40281856.1207849
2025,1033,D,56319.7259829801,421940.576450442,29896952.3069335,147688.444353401,14172754.4096817,733709.085862123,45429364.5492642
2026,1033,D,48264.6825318476,400355.336900086,26355521.7170456,142462.366736294,12636154.137172,653592.176623966,40236350.4170099
2027,1033,D,50533.2227107037,405887.366542597,27437936.1604548,143774.258698462,13104954.397375,678113.917245956,41821199.3230275
2028,1033,D,52418.246520339,412752.516645355,28608098.0619631,145483.13200241,13629864.7500233,704747.667275532,43553364.37443
2029,1033,D,55132.0902632837,422152.006517776,29682505.8858771,147621.32518722,14094833.5463579,729623.158922685,45131868.013126
2030,1033,D,56707.7293686259,427942.982769391,30630628.3884938,148313.616384119,14513619.5155102,750557.722397247,46527769.9549233
2031,1033,D,48542.9814325083,401094.37212202,26916394.7213149,142422.348031587,12897591.9540039,666653.610157233,41072699.9870621
2032,1033,D,50568.836885518,411756.430624103,28174759.1411846,144914.987421971,13447306.8717037,695644.826790024,42924951.0946099
2033,1033,D,53466.6905525866,416718.354008568,29244682.2574989,145893.664158295,13903152.9911888,719510.989747822,44483424.947155
2034,1033,D,55866.6572440071,423826.640748016,30262792.9078701,147648.098088074,14367398.0971674,742816.970546803,46000349.3716644
2035,1033,D,58083.4301020941,427943.239565816,31291992.0887472,148517.776155055,14817226.8548205,765565.39323983,47509328.7826305
2036,1033,D,60041.5266555706,432793.977805718,32249404.8003101,149564.585411686,15245739.014276,786863.129269341,48924407.0337284
2037,1033,D,62377.9013743606,441174.882926933,32855656.2716548,150882.45318163,15504859.3686272,801153.670483336,49816104.5482482
2038,1033,D,64682.4373792764,442813.704502257,33626372.053014,151344.104495064,15853539.5337447,817996.329541034,50956748.1626763
2039,1033,D,66341.935158503,446328.604518573,34147845.9465105,151984.795541903,16079363.5307304,829535.189091196,51721400.0015511
2040,1033,D,67368.4215473641,452099.384629588,34748984.8918612,153713.906475894,16341519.4624415,843669.59599032,52607355.6629458
2041,1033,D,56533.7840912796,421299.910293418,30713470.8585796,146565.463914744,14576818.6576629,752481.402610478,46667170.0771524
2042,1033,D,57768.0101731672,421476.643789643,31238771.8482375,145854.862282633,14806675.4567046,763444.841348374,47433991.6625359
2043,1033,D,59099.624859799,422768.794154977,31742430.0825692,146756.067300783,15034476.0744602,774906.349012271,48180436.9923573
2044,1033,D,60314.2980104089,430275.972851144,31945979.5457044,148490.616375235,15128322.8839451,780603.412851309,48493986.7297376
2045,1033,D,60524.5622512338,428926.286759436,32103200.2426765,147600.319922304,15180528.4377344,783563.814905175,48704343.6642491
2046,1033,D,58586.2845258592,422914.426769344,31936814.1605738,146126.370264889,15111877.4056769,779020.90046969,48455339.5482805
2047,1033,D,57568.661117052,422359.518212628,31797434.2341742,144959.041311661,15048607.6898679,775287.768644517,48246216.913328
2048,1033,D,56438.9110644208,420003.596529473,31580147.0074355,145181.794156522,14952965.9741263,771006.154434725,47925743.437747
2049,1033,D,55287.4708223794,412123.098386271,30993892.9712774,143783.713355636,14685424.3106066,757246.086926709,47047757.6513749
2050,1033,D,53061.8480908876,407192.24063135,30308288.7756407,141995.710605356,14382811.9800254,741464.398389683,46034814.9533833
2031,1032,C3,45115.7443367524,30704.2473818435,20957491.3205703,1862.50252204378,9907665.335024,460529.141774586,31403368.2916096
2032,1032,C3,42481.8661146984,29043.7099413007,20066859.9549978,1622.56600079637,9534222.63424095,441105.229674063,30115335.9609696
2033,1032,C3,39255.3367878052,26796.4185497575,18964112.2980803,1560.71701155329,9060322.21285656,417073.212313643,28509120.1955996
2034,1032,C3,36266.6431950423,25120.200140474,18039605.1179087,1436.56525354631,8652134.26664068,396731.230153557,27151294.023292
2035,1032,C3,32732.9122419336,22644.9310621775,16863083.9874132,1247.04605247669,8120861.67941624,370585.974176847,25411156.5303629
2036,1032,C3,30821.7847914492,21589.6975648225,16251012.2517051,1166.92174521627,7831473.30669904,356920.701139234,24492984.6636449
2037,1032,C3,28463.174804008,19928.2209680589,15282379.446337,1138.16100272366,7340969.78256997,334970.881013037,23007849.6666948
2038,1032,C3,27657.1259134269,19504.3873941796,15119631.0520013,1090.46601456333,7267316.93387051,331321.899723364,22766521.8649174
2039,1032,C3,26560.1317081462,18506.5928174469,14566186.8456574,1006.68616506175,6997554.24108678,318817.208697956,21928631.7061327
2040,1032,C3,27373.1641526891,18720.1765253486,14696958.5936875,936.308457656873,7085289.07197904,322136.444278781,22151413.759081
2041,1032,C3,17391.7263164147,12215.3927347185,11047757.4277174,677.885849926693,5301847.81144705,239738.329223349,16619628.5732889
2042,1032,C3,16035.2341161179,11422.2600989658,10508339.3057941,588.771369606769,5020222.00373358,227314.805836193,15783922.3809486
2043,1032,C3,15835.4651222929,11281.2088460257,10446103.3747117,542.136081297063,4999957.68624364,225999.567019613,15699719.4380246
