Year,Simulation,Pathway,total_CO2_tons
2050,798,C3,0
2025,798,D,0
2026,798,D,0
2027,798,D,0
2028,798,D,0
2029,798,D,0
2030,798,D,0
2031,798,D,0
2032,798,D,0
2033,798,D,0
2034,798,D,0
2035,798,D,0
2036,798,D,0
2037,798,D,0
2038,798,D,0
2039,798,D,0
2040,798,D,0
2041,798,D,0
2042,798,D,0
2043,798,D,0
2044,798,D,0
2045,798,D,0
2046,798,D,0
2047,798,D,0
2048,798,D,0
2049,798,D,0
2050,798,D,0
2025,799,A,0
2026,799,A,0
2027,799,A,0
2028,799,A,0
2029,799,A,0
2030,799,A,0
2031,799,A,0
2032,799,A,0
2033,799,A,0
2034,799,A,0
2035,799,A,0
2036,799,A,0
2037,799,A,0
2038,799,A,0
2039,799,A,0
2040,799,A,0
2041,799,A,0
2042,799,A,0
2043,799,A,0
2044,799,A,0
2045,799,A,0
2046,799,A,0
2047,799,A,0
2048,799,A,0
2049,799,A,0
2050,799,A,0
2025,799,B1,0
2026,799,B1,0
2027,799,B1,0
2028,799,B1,0
2029,799,B1,0
2030,799,B1,0
2031,799,B1,0
2032,799,B1,0
2033,799,B1,0
2034,799,B1,0
2035,799,B1,0
2036,799,B1,0
2037,799,B1,0
2038,799,B1,0
2039,799,B1,0
2040,799,B1,0
2041,799,B1,0
2042,799,B1,0
2043,799,B1,0
2044,799,B1,0
2045,799,B1,0
2046,799,B1,0
2047,799,B1,0
2048,799,B1,0
2049,799,B1,0
2050,799,B1,0
2025,799,B2,0
2026,799,B2,0
2027,799,B2,0
2028,799,B2,0
2029,799,B2,0
2030,799,B2,0
2031,799,B2,0
2032,799,B2,0
2033,799,B2,0
2034,799,B2,0
2035,799,B2,0
2036,799,B2,0
2037,799,B2,0
2038,799,B2,0
2039,799,B2,0
2040,799,B2,0
2041,799,B2,0
2042,799,B2,0
2043,799,B2,0
2044,799,B2,0
2045,799,B2,0
2046,799,B2,0
2047,799,B2,0
2048,799,B2,0
2049,799,B2,0
2050,799,B2,0
2025,799,B3,0
2026,799,B3,0
2027,799,B3,0
2028,799,B3,0
2029,799,B3,0
2030,799,B3,0
2031,799,B3,0
2032,799,B3,0
2033,799,B3,0
2034,799,B3,0
2035,799,B3,0
2036,799,B3,0
2037,799,B3,0
2038,799,B3,0
2039,799,B3,0
2040,799,B3,0
2041,799,B3,0
2042,799,B3,0
2043,799,B3,0
2044,799,B3,0
2045,799,B3,0
2046,799,B3,0
2047,799,B3,0
2048,799,B3,0
2049,799,B3,0
2050,799,B3,0
2025,799,C1,0
2026,799,C1,0
2027,799,C1,0
2028,799,C1,0
2029,799,C1,0
2030,799,C1,0
2031,799,C1,0
2032,799,C1,0
2033,799,C1,0
2034,799,C1,0
2035,799,C1,0
2036,799,C1,0
2037,799,C1,0
2038,799,C1,0
2039,799,C1,0
2040,799,C1,0
2041,799,C1,0
2042,799,C1,0
2043,799,C1,0
2044,799,C1,0
2045,799,C1,0
2046,799,C1,0
2047,799,C1,0
2048,799,C1,0
2049,799,C1,0
2050,799,C1,0
2025,799,C2,0
2026,799,C2,0
2027,799,C2,0
2028,799,C2,0
2029,799,C2,0
2030,799,C2,0
2031,799,C2,0
2032,799,C2,0
2033,799,C2,0
2034,799,C2,0
2035,799,C2,0
2036,799,C2,0
2037,799,C2,0
2038,799,C2,0
2039,799,C2,0
2040,799,C2,0
2041,799,C2,0
2042,799,C2,0
2043,799,C2,0
2044,799,C2,0
2045,799,C2,0
2046,799,C2,0
2047,799,C2,0
2048,799,C2,0
2049,799,C2,0
2050,799,C2,0
2025,799,C3,0
2026,799,C3,0
2027,799,C3,0
2028,799,C3,0
2029,799,C3,0
2030,799,C3,0
2031,799,C3,0
2032,799,C3,0
2033,799,C3,0
2034,799,C3,0
2035,799,C3,0
2036,799,C3,0
2037,799,C3,0
2038,799,C3,0
2039,799,C3,0
2040,799,C3,0
2041,799,C3,0
2042,799,C3,0
2043,799,C3,0
2044,799,C3,0
2045,799,C3,0
2046,799,C3,0
2047,799,C3,0
2048,799,C3,0
2049,799,C3,0
2050,799,C3,0
2025,799,D,0
2026,799,D,0
2027,799,D,0
2028,799,D,0
2029,799,D,0
2030,799,D,0
2031,799,D,0
2032,799,D,0
2033,799,D,0
2034,799,D,0
2035,799,D,0
2036,799,D,0
2037,799,D,0
2038,799,D,0
2039,799,D,0
2040,799,D,0
2041,799,D,0
2042,799,D,0
2043,799,D,0
2044,799,D,0
2045,799,D,0
2046,799,D,0
2047,799,D,0
2048,799,D,0
2049,799,D,0
2050,799,D,0
2025,8,A,0
2026,8,A,0
2027,8,A,0
2028,8,A,0
2029,8,A,0
2030,8,A,0
2031,8,A,0
2032,8,A,0
2033,8,A,0
2034,8,A,0
2035,8,A,0
2036,8,A,0
2037,8,A,0
2038,8,A,0
2039,8,A,0
2040,8,A,0
2041,8,A,0
2042,8,A,0
2043,8,A,0
2044,8,A,0
2045,8,A,0
2046,8,A,0
2047,8,A,0
2048,8,A,0
2049,8,A,0
2050,8,A,0
2025,8,B1,0
2026,8,B1,0
2027,8,B1,0
2028,8,B1,0
2029,8,B1,0
2030,8,B1,0
2031,8,B1,0
2032,8,B1,0
2033,8,B1,0
2034,8,B1,0
2035,8,B1,0
2036,8,B1,0
2037,8,B1,0
2038,8,B1,0
2039,8,B1,0
2040,8,B1,0
2041,8,B1,0
2042,8,B1,0
2043,8,B1,0
2044,8,B1,0
2045,8,B1,0
2046,8,B1,0
2047,8,B1,0
2048,8,B1,0
2049,8,B1,0
2050,8,B1,0
2025,8,B2,0
2026,8,B2,0
2027,8,B2,0
2028,8,B2,0
2029,8,B2,0
2030,8,B2,0
2031,8,B2,0
2032,8,B2,0
2033,8,B2,0
2034,8,B2,0
2035,8,B2,0
2036,8,B2,0
2037,8,B2,0
2038,8,B2,0
2039,8,B2,0
2040,8,B2,0
2041,8,B2,0
2042,8,B2,0
2043,8,B2,0
2044,8,B2,0
2045,8,B2,0
2046,8,B2,0
2047,8,B2,0
2048,8,B2,0
2049,8,B2,0
2050,8,B2,0
2025,8,B3,0
2026,8,B3,0
2027,8,B3,0
2028,8,B3,0
2029,8,B3,0
2030,8,B3,0
2031,8,B3,0
2032,8,B3,0
2033,8,B3,0
2034,8,B3,0
2035,8,B3,0
2036,8,B3,0
2037,8,B3,0
2038,8,B3,0
2039,8,B3,0
2040,8,B3,0
2041,8,B3,0
2042,8,B3,0
2043,8,B3,0
2044,8,B3,0
2045,8,B3,0
2046,8,B3,0
2047,8,B3,0
2048,8,B3,0
2049,8,B3,0
2050,8,B3,0
2025,8,C1,0
2026,8,C1,0
2027,8,C1,0
2028,8,C1,0
2029,8,C1,0
2030,8,C1,0
2031,8,C1,0
2032,8,C1,0
2033,8,C1,0
2034,8,C1,0
2035,8,C1,0
2036,8,C1,0
2037,8,C1,0
2038,8,C1,0
2039,8,C1,0
2040,8,C1,0
2041,8,C1,0
2042,8,C1,0
2043,8,C1,0
2044,8,C1,0
2045,8,C1,0
2046,8,C1,0
2047,8,C1,0
2048,8,C1,0
2049,8,C1,0
2050,8,C1,0
2025,8,C2,0
2026,8,C2,0
2027,8,C2,0
2028,8,C2,0
2029,8,C2,0
2030,8,C2,0
2031,8,C2,0
2032,8,C2,0
2033,8,C2,0
2034,8,C2,0
2035,8,C2,0
2036,8,C2,0
2037,8,C2,0
2038,8,C2,0
2039,8,C2,0
2040,8,C2,0
2041,8,C2,0
2042,8,C2,0
2043,8,C2,0
2044,8,C2,0
2045,8,C2,0
2046,8,C2,0
2047,8,C2,0
2048,8,C2,0
2049,8,C2,0
2050,8,C2,0
2025,8,C3,0
2026,8,C3,0
2027,8,C3,0
2028,8,C3,0
2029,8,C3,0
2030,8,C3,0
2031,8,C3,0
2032,8,C3,0
2033,8,C3,0
2034,8,C3,0
2035,8,C3,0
2036,8,C3,0
2037,8,C3,0
2038,8,C3,0
2039,8,C3,0
2040,8,C3,0
2041,8,C3,0
2042,8,C3,0
2043,8,C3,0
2044,8,C3,0
2045,8,C3,0
2046,8,C3,0
2047,8,C3,0
2048,8,C3,0
2049,8,C3,0
2050,8,C3,0
2025,8,D,0
2026,8,D,0
2027,8,D,0
2028,8,D,0
2029,8,D,0
2030,8,D,0
2031,8,D,0
2032,8,D,0
2033,8,D,0
2034,8,D,0
2035,8,D,0
2036,8,D,0
2037,8,D,0
2038,8,D,0
2039,8,D,0
2040,8,D,0
2041,8,D,0
2042,8,D,0
2043,8,D,0
2044,8,D,0
2045,8,D,0
2046,8,D,0
2047,8,D,0
2048,8,D,0
2049,8,D,0
2050,8,D,0
2025,80,A,0
2026,80,A,0
2027,80,A,0
2028,80,A,0
2029,80,A,0
2030,80,A,0
2031,80,A,0
2032,80,A,0
2033,80,A,0
2034,80,A,0
2035,80,A,0
2036,80,A,0
2037,80,A,0
2038,80,A,0
2039,80,A,0
2040,80,A,0
2041,80,A,0
2042,80,A,0
2043,80,A,0
2044,80,A,0
2045,80,A,0
2046,80,A,0
2047,80,A,0
2048,80,A,0
2049,80,A,0
2050,80,A,0
2025,80,B1,0
2026,80,B1,0
2027,80,B1,0
2028,80,B1,0
2029,80,B1,0
2030,80,B1,0
2031,80,B1,0
2032,80,B1,0
2033,80,B1,0
2034,80,B1,0
2035,80,B1,0
2036,80,B1,0
2037,80,B1,0
2038,80,B1,0
2039,80,B1,0
2040,80,B1,0
2041,80,B1,0
2042,80,B1,0
2043,80,B1,0
2044,80,B1,0
2045,80,B1,0
2046,80,B1,0
2047,80,B1,0
2048,80,B1,0
2049,80,B1,0
2050,80,B1,0
2025,80,B2,0
2026,80,B2,0
2027,80,B2,0
2028,80,B2,0
2029,80,B2,0
2030,80,B2,0
2031,80,B2,0
2032,80,B2,0
2033,80,B2,0
2034,80,B2,0
2035,80,B2,0
2036,80,B2,0
2037,80,B2,0
2038,80,B2,0
2039,80,B2,0
2040,80,B2,0
2041,80,B2,0
2042,80,B2,0
2043,80,B2,0
2044,80,B2,0
2045,80,B2,0
2046,80,B2,0
2047,80,B2,0
2048,80,B2,0
2049,80,B2,0
2050,80,B2,0
2025,80,B3,0
2026,80,B3,0
2027,80,B3,0
2028,80,B3,0
2029,80,B3,0
2030,80,B3,0
2031,80,B3,0
2032,80,B3,0
2033,80,B3,0
2034,80,B3,0
2035,80,B3,0
2036,80,B3,0
2037,80,B3,0
2038,80,B3,0
2039,80,B3,0
2040,80,B3,0
2041,80,B3,0
2042,80,B3,0
2043,80,B3,0
2044,80,B3,0
2045,80,B3,0
2046,80,B3,0
2047,80,B3,0
2048,80,B3,0
2049,80,B3,0
2050,80,B3,0
2025,80,C1,0
2026,80,C1,0
2027,80,C1,0
2028,80,C1,0
2029,80,C1,0
2030,80,C1,0
2031,80,C1,0
2032,80,C1,0
2033,80,C1,0
2034,80,C1,0
2035,80,C1,0
2036,80,C1,0
2037,80,C1,0
2038,80,C1,0
2039,80,C1,0
2040,80,C1,0
2041,80,C1,0
2042,80,C1,0
2043,80,C1,0
2044,80,C1,0
2045,80,C1,0
2046,80,C1,0
2047,80,C1,0
2048,80,C1,0
2049,80,C1,0
2050,80,C1,0
2025,80,C2,0
2026,80,C2,0
2027,80,C2,0
2028,80,C2,0
2029,80,C2,0
2030,80,C2,0
2031,80,C2,0
2032,80,C2,0
2033,80,C2,0
2034,80,C2,0
2035,80,C2,0
2036,80,C2,0
2037,80,C2,0
2038,80,C2,0
2039,80,C2,0
2040,80,C2,0
2041,80,C2,0
2042,80,C2,0
2043,80,C2,0
2044,80,C2,0
2045,80,C2,0
2046,80,C2,0
2047,80,C2,0
2048,80,C2,0
2049,80,C2,0
2050,80,C2,0
2025,80,C3,0
2026,80,C3,0
2027,80,C3,0
2028,80,C3,0
2029,80,C3,0
2030,80,C3,0
2031,80,C3,0
2032,80,C3,0
2033,80,C3,0
2034,80,C3,0
2035,80,C3,0
2036,80,C3,0
2037,80,C3,0
2038,80,C3,0
2039,80,C3,0
2040,80,C3,0
2041,80,C3,0
2042,80,C3,0
2043,80,C3,0
2044,80,C3,0
2045,80,C3,0
2046,80,C3,0
2047,80,C3,0
2048,80,C3,0
2049,80,C3,0
2050,80,C3,0
2025,80,D,0
2026,80,D,0
2027,80,D,0
2028,80,D,0
2029,80,D,0
2030,80,D,0
2031,80,D,0
2032,80,D,0
2033,80,D,0
2034,80,D,0
2035,80,D,0
2036,80,D,0
2037,80,D,0
2038,80,D,0
2039,80,D,0
2040,80,D,0
2041,80,D,0
2042,80,D,0
2043,80,D,0
2044,80,D,0
2045,80,D,0
2046,80,D,0
2047,80,D,0
2048,80,D,0
2049,80,D,0
2050,80,D,0
2025,800,A,0
2026,800,A,0
2027,800,A,0
2028,800,A,0
2029,800,A,0
2030,800,A,0
2031,800,A,0
2032,800,A,0
2033,800,A,0
2034,800,A,0
2035,800,A,0
2036,800,A,0
2037,800,A,0
2038,800,A,0
2039,800,A,0
2040,800,A,0
2041,800,A,0
2042,800,A,0
2043,800,A,0
2044,800,A,0
2045,800,A,0
2046,800,A,0
2047,800,A,0
2048,800,A,0
2049,800,A,0
2050,800,A,0
2025,800,B1,0
2026,800,B1,0
2027,800,B1,0
2028,800,B1,0
2029,800,B1,0
2030,800,B1,0
2031,800,B1,0
2032,800,B1,0
2033,800,B1,0
2034,800,B1,0
2035,800,B1,0
2036,800,B1,0
2037,800,B1,0
2038,800,B1,0
2039,800,B1,0
2040,800,B1,0
2041,800,B1,0
2042,800,B1,0
2043,800,B1,0
2044,800,B1,0
2045,800,B1,0
2046,800,B1,0
2047,800,B1,0
2048,800,B1,0
2049,800,B1,0
2050,800,B1,0
2025,800,B2,0
2026,800,B2,0
2027,800,B2,0
2028,800,B2,0
2029,800,B2,0
2030,800,B2,0
2031,800,B2,0
2032,800,B2,0
2033,800,B2,0
2034,800,B2,0
2035,800,B2,0
2036,800,B2,0
2037,800,B2,0
2038,800,B2,0
2039,800,B2,0
2040,800,B2,0
2041,800,B2,0
2042,800,B2,0
2043,800,B2,0
2044,800,B2,0
2045,800,B2,0
2046,800,B2,0
2047,800,B2,0
2048,800,B2,0
2049,800,B2,0
2050,800,B2,0
2025,800,B3,0
2026,800,B3,0
2027,800,B3,0
2028,800,B3,0
2029,800,B3,0
2030,800,B3,0
2031,800,B3,0
2032,800,B3,0
2033,800,B3,0
2034,800,B3,0
2035,800,B3,0
2036,800,B3,0
2037,800,B3,0
2038,800,B3,0
2039,800,B3,0
2040,800,B3,0
2041,800,B3,0
2042,800,B3,0
2043,800,B3,0
2044,800,B3,0
2045,800,B3,0
2046,800,B3,0
2047,800,B3,0
2048,800,B3,0
2049,800,B3,0
2050,800,B3,0
2025,800,C1,0
2026,800,C1,0
2027,800,C1,0
2028,800,C1,0
2029,800,C1,0
2030,800,C1,0
2031,800,C1,0
2032,800,C1,0
2033,800,C1,0
2034,800,C1,0
2035,800,C1,0
2036,800,C1,0
2037,800,C1,0
2038,800,C1,0
2039,800,C1,0
2040,800,C1,0
2041,800,C1,0
2042,800,C1,0
2043,800,C1,0
2044,800,C1,0
2045,800,C1,0
2046,800,C1,0
2047,800,C1,0
2048,800,C1,0
2049,800,C1,0
2050,800,C1,0
2025,800,C2,0
2026,800,C2,0
2027,800,C2,0
2028,800,C2,0
2029,800,C2,0
2030,800,C2,0
2031,800,C2,0
2032,800,C2,0
2033,800,C2,0
2034,800,C2,0
2035,800,C2,0
2036,800,C2,0
2037,800,C2,0
2038,800,C2,0
2039,800,C2,0
2040,800,C2,0
2041,800,C2,0
2042,800,C2,0
2043,800,C2,0
2044,800,C2,0
2045,800,C2,0
2046,800,C2,0
2047,800,C2,0
2048,800,C2,0
2049,800,C2,0
2050,800,C2,0
2025,800,C3,0
2026,800,C3,0
2027,800,C3,0
2028,800,C3,0
2029,800,C3,0
2030,800,C3,0
2031,800,C3,0
2032,800,C3,0
2033,800,C3,0
2034,800,C3,0
2035,800,C3,0
2036,800,C3,0
2037,800,C3,0
2038,800,C3,0
2039,800,C3,0
2040,800,C3,0
2041,800,C3,0
2042,800,C3,0
2043,800,C3,0
2044,800,C3,0
2045,800,C3,0
2046,800,C3,0
2047,800,C3,0
2048,800,C3,0
2049,800,C3,0
2050,800,C3,0
2025,800,D,0
2026,800,D,0
2027,800,D,0
2028,800,D,0
2029,800,D,0
2030,800,D,0
2031,800,D,0
2032,800,D,0
2033,800,D,0
2034,800,D,0
2035,800,D,0
2036,800,D,0
2037,800,D,0
2038,800,D,0
2039,800,D,0
2040,800,D,0
2041,800,D,0
2042,800,D,0
2043,800,D,0
2044,800,D,0
2045,800,D,0
2046,800,D,0
2047,800,D,0
2048,800,D,0
2049,800,D,0
2050,800,D,0
2025,801,A,0
2026,801,A,0
2027,801,A,0
2028,801,A,0
2029,801,A,0
2030,801,A,0
2031,801,A,0
2032,801,A,0
2033,801,A,0
2034,801,A,0
2035,801,A,0
2036,801,A,0
2037,801,A,0
2038,801,A,0
2039,801,A,0
2040,801,A,0
2041,801,A,0
2042,801,A,0
2043,801,A,0
2044,801,A,0
2045,801,A,0
2046,801,A,0
2047,801,A,0
2048,801,A,0
2049,801,A,0
2050,801,A,0
2025,801,B1,0
2026,801,B1,0
2027,801,B1,0
2028,801,B1,0
2029,801,B1,0
2030,801,B1,0
2031,801,B1,0
2032,801,B1,0
2033,801,B1,0
2034,801,B1,0
2035,801,B1,0
2036,801,B1,0
2037,801,B1,0
2038,801,B1,0
2039,801,B1,0
2040,801,B1,0
2041,801,B1,0
2042,801,B1,0
2043,801,B1,0
2044,801,B1,0
2045,801,B1,0
2046,801,B1,0
2047,801,B1,0
2048,801,B1,0
2049,801,B1,0
2050,801,B1,0
2025,801,B2,0
2026,801,B2,0
2027,801,B2,0
2028,801,B2,0
2029,801,B2,0
2030,801,B2,0
2031,801,B2,0
2032,801,B2,0
2033,801,B2,0
2034,801,B2,0
2035,801,B2,0
2036,801,B2,0
2037,801,B2,0
2038,801,B2,0
2039,801,B2,0
2040,801,B2,0
2041,801,B2,0
2042,801,B2,0
2043,801,B2,0
2044,801,B2,0
2045,801,B2,0
2046,801,B2,0
2047,801,B2,0
2048,801,B2,0
2049,801,B2,0
2050,801,B2,0
2025,801,B3,0
2026,801,B3,0
2027,801,B3,0
2028,801,B3,0
2029,801,B3,0
2030,801,B3,0
2031,801,B3,0
2032,801,B3,0
2033,801,B3,0
2034,801,B3,0
2035,801,B3,0
2036,801,B3,0
2037,801,B3,0
2038,801,B3,0
2039,801,B3,0
2040,801,B3,0
2041,801,B3,0
2042,801,B3,0
2043,801,B3,0
2044,801,B3,0
2045,801,B3,0
2046,801,B3,0
2047,801,B3,0
2048,801,B3,0
2049,801,B3,0
2050,801,B3,0
2025,801,C1,0
2026,801,C1,0
2027,801,C1,0
2028,801,C1,0
2029,801,C1,0
2030,801,C1,0
2031,801,C1,0
2032,801,C1,0
2033,801,C1,0
2034,801,C1,0
2035,801,C1,0
2036,801,C1,0
2037,801,C1,0
2038,801,C1,0
2039,801,C1,0
2040,801,C1,0
2041,801,C1,0
2042,801,C1,0
2043,801,C1,0
2044,801,C1,0
2045,801,C1,0
2046,801,C1,0
2047,801,C1,0
2048,801,C1,0
2049,801,C1,0
2050,801,C1,0
2025,801,C2,0
2026,801,C2,0
2027,801,C2,0
2028,801,C2,0
2029,801,C2,0
2030,801,C2,0
2031,801,C2,0
2032,801,C2,0
2033,801,C2,0
2034,801,C2,0
2035,801,C2,0
2036,801,C2,0
2037,801,C2,0
2038,801,C2,0
2039,801,C2,0
2040,801,C2,0
2041,801,C2,0
2042,801,C2,0
2043,801,C2,0
2044,801,C2,0
2045,801,C2,0
2046,801,C2,0
2047,801,C2,0
2048,801,C2,0
2049,801,C2,0
2050,801,C2,0
2025,801,C3,0
2026,801,C3,0
2027,801,C3,0
2028,801,C3,0
2029,801,C3,0
2030,801,C3,0
2031,801,C3,0
2032,801,C3,0
2033,801,C3,0
2034,801,C3,0
2035,801,C3,0
2036,801,C3,0
2037,801,C3,0
2038,801,C3,0
2039,801,C3,0
2040,801,C3,0
2041,801,C3,0
2042,801,C3,0
2043,801,C3,0
2044,801,C3,0
2045,801,C3,0
2046,801,C3,0
2047,801,C3,0
2048,801,C3,0
2049,801,C3,0
2050,801,C3,0
2025,801,D,0
2026,801,D,0
2027,801,D,0
2028,801,D,0
2029,801,D,0
2030,801,D,0
2031,801,D,0
2032,801,D,0
2033,801,D,0
2034,801,D,0
2035,801,D,0
2036,801,D,0
2037,801,D,0
2038,801,D,0
2039,801,D,0
2040,801,D,0
2041,801,D,0
2042,801,D,0
2043,801,D,0
2044,801,D,0
2045,801,D,0
2046,801,D,0
2047,801,D,0
2048,801,D,0
2049,801,D,0
2050,801,D,0
2025,802,A,0
2026,802,A,0
2027,802,A,0
2028,802,A,0
2029,802,A,0
2030,802,A,0
2031,802,A,0
2032,802,A,0
2033,802,A,0
2034,802,A,0
2035,802,A,0
2036,802,A,0
2037,802,A,0
2038,802,A,0
2039,802,A,0
2040,802,A,0
2041,802,A,0
2042,802,A,0
2043,802,A,0
2044,802,A,0
2045,802,A,0
2046,802,A,0
2047,802,A,0
2048,802,A,0
2049,802,A,0
2050,802,A,0
2025,802,B1,0
2026,802,B1,0
2027,802,B1,0
2028,802,B1,0
2029,802,B1,0
2030,802,B1,0
2031,802,B1,0
2032,802,B1,0
2033,802,B1,0
2034,802,B1,0
2035,802,B1,0
2036,802,B1,0
2037,802,B1,0
2038,802,B1,0
2039,802,B1,0
2040,802,B1,0
2041,802,B1,0
2042,802,B1,0
2043,802,B1,0
2044,802,B1,0
2045,802,B1,0
2046,802,B1,0
2047,802,B1,0
2048,802,B1,0
2049,802,B1,0
2050,802,B1,0
2025,802,B2,0
2026,802,B2,0
2027,802,B2,0
2028,802,B2,0
2029,802,B2,0
2030,802,B2,0
2031,802,B2,0
2032,802,B2,0
2033,802,B2,0
2034,802,B2,0
2035,802,B2,0
2036,802,B2,0
2037,802,B2,0
2038,802,B2,0
2039,802,B2,0
2040,802,B2,0
2041,802,B2,0
2042,802,B2,0
2043,802,B2,0
2044,802,B2,0
2045,802,B2,0
2046,802,B2,0
2047,802,B2,0
2048,802,B2,0
2049,802,B2,0
2050,802,B2,0
2025,802,B3,0
2026,802,B3,0
2027,802,B3,0
2028,802,B3,0
2029,802,B3,0
2030,802,B3,0
2031,802,B3,0
2032,802,B3,0
2033,802,B3,0
2034,802,B3,0
2035,802,B3,0
2036,802,B3,0
2037,802,B3,0
2038,802,B3,0
2039,802,B3,0
2040,802,B3,0
2041,802,B3,0
2042,802,B3,0
2043,802,B3,0
2044,802,B3,0
2045,802,B3,0
2046,802,B3,0
2047,802,B3,0
2048,802,B3,0
2049,802,B3,0
2050,802,B3,0
2025,802,C1,0
2026,802,C1,0
2027,802,C1,0
2028,802,C1,0
2029,802,C1,0
2030,802,C1,0
2031,802,C1,0
2032,802,C1,0
2033,802,C1,0
2034,802,C1,0
2035,802,C1,0
2036,802,C1,0
2037,802,C1,0
2038,802,C1,0
2039,802,C1,0
2040,802,C1,0
2041,802,C1,0
2042,802,C1,0
2043,802,C1,0
2044,802,C1,0
2045,802,C1,0
2046,802,C1,0
2047,802,C1,0
2048,802,C1,0
2049,802,C1,0
2050,802,C1,0
2025,802,C2,0
2026,802,C2,0
2027,802,C2,0
2028,802,C2,0
2029,802,C2,0
2030,802,C2,0
2031,802,C2,0
2032,802,C2,0
2033,802,C2,0
2034,802,C2,0
2035,802,C2,0
2036,802,C2,0
2037,802,C2,0
2038,802,C2,0
2039,802,C2,0
2040,802,C2,0
2041,802,C2,0
2042,802,C2,0
2043,802,C2,0
2044,802,C2,0
2045,802,C2,0
2046,802,C2,0
2047,802,C2,0
2048,802,C2,0
2049,802,C2,0
2050,802,C2,0
2025,802,C3,0
2026,802,C3,0
2027,802,C3,0
2028,802,C3,0
2029,802,C3,0
2030,802,C3,0
2031,802,C3,0
2032,802,C3,0
2033,802,C3,0
2034,802,C3,0
2035,802,C3,0
2036,802,C3,0
2037,802,C3,0
2038,802,C3,0
2039,802,C3,0
2040,802,C3,0
2041,802,C3,0
2042,802,C3,0
2043,802,C3,0
2044,802,C3,0
2045,802,C3,0
2046,802,C3,0
2047,802,C3,0
2048,802,C3,0
2049,802,C3,0
2050,802,C3,0
2025,802,D,0
2026,802,D,0
2027,802,D,0
2028,802,D,0
2029,802,D,0
2030,802,D,0
2031,802,D,0
2032,802,D,0
2033,802,D,0
2034,802,D,0
2035,802,D,0
2036,802,D,0
2037,802,D,0
2038,802,D,0
2039,802,D,0
2040,802,D,0
2041,802,D,0
2042,802,D,0
2043,802,D,0
2044,802,D,0
2045,802,D,0
2046,802,D,0
2047,802,D,0
2048,802,D,0
2049,802,D,0
2050,802,D,0
2025,803,A,0
2026,803,A,0
2027,803,A,0
2028,803,A,0
2029,803,A,0
2030,803,A,0
2031,803,A,0
2032,803,A,0
2033,803,A,0
2034,803,A,0
2035,803,A,0
2036,803,A,0
2037,803,A,0
2038,803,A,0
2039,803,A,0
2040,803,A,0
2041,803,A,0
2042,803,A,0
2043,803,A,0
2044,803,A,0
2045,803,A,0
2046,803,A,0
2047,803,A,0
2048,803,A,0
2049,803,A,0
2050,803,A,0
2025,803,B1,0
2026,803,B1,0
2027,803,B1,0
2028,803,B1,0
2029,803,B1,0
2030,803,B1,0
2031,803,B1,0
2032,803,B1,0
2033,803,B1,0
2034,803,B1,0
2035,803,B1,0
2036,803,B1,0
2037,803,B1,0
2038,803,B1,0
2039,803,B1,0
2040,803,B1,0
2041,803,B1,0
2042,803,B1,0
2043,803,B1,0
2044,803,B1,0
2045,803,B1,0
2046,803,B1,0
2047,803,B1,0
2048,803,B1,0
2049,803,B1,0
2050,803,B1,0
2025,803,B2,0
2026,803,B2,0
2027,803,B2,0
2028,803,B2,0
2029,803,B2,0
2030,803,B2,0
2031,803,B2,0
2032,803,B2,0
2033,803,B2,0
2034,803,B2,0
2035,803,B2,0
2036,803,B2,0
2037,803,B2,0
2038,803,B2,0
2039,803,B2,0
2040,803,B2,0
2041,803,B2,0
2042,803,B2,0
2043,803,B2,0
2044,803,B2,0
2045,803,B2,0
2046,803,B2,0
2047,803,B2,0
2048,803,B2,0
2049,803,B2,0
2050,803,B2,0
2025,803,B3,0
2026,803,B3,0
2027,803,B3,0
2028,803,B3,0
2029,803,B3,0
2030,803,B3,0
2031,803,B3,0
2032,803,B3,0
2033,803,B3,0
2034,803,B3,0
2035,803,B3,0
2036,803,B3,0
2037,803,B3,0
2038,803,B3,0
2039,803,B3,0
2040,803,B3,0
2041,803,B3,0
2042,803,B3,0
2043,803,B3,0
2044,803,B3,0
2045,803,B3,0
2046,803,B3,0
2047,803,B3,0
2048,803,B3,0
2049,803,B3,0
2050,803,B3,0
2025,803,C1,0
2026,803,C1,0
2027,803,C1,0
2028,803,C1,0
2029,803,C1,0
2030,803,C1,0
2031,803,C1,0
2032,803,C1,0
2033,803,C1,0
2034,803,C1,0
2035,803,C1,0
2036,803,C1,0
2037,803,C1,0
2038,803,C1,0
2039,803,C1,0
2040,803,C1,0
2041,803,C1,0
2042,803,C1,0
2043,803,C1,0
2044,803,C1,0
2045,803,C1,0
2046,803,C1,0
2047,803,C1,0
2048,803,C1,0
2049,803,C1,0
2050,803,C1,0
2025,803,C2,0
2026,803,C2,0
2027,803,C2,0
2028,803,C2,0
2029,803,C2,0
2030,803,C2,0
2031,803,C2,0
2032,803,C2,0
2033,803,C2,0
2034,803,C2,0
2035,803,C2,0
2036,803,C2,0
2037,803,C2,0
2038,803,C2,0
2039,803,C2,0
2040,803,C2,0
2041,803,C2,0
2042,803,C2,0
2043,803,C2,0
2044,803,C2,0
2045,803,C2,0
2046,803,C2,0
2047,803,C2,0
2048,803,C2,0
2049,803,C2,0
2050,803,C2,0
2025,803,C3,0
2026,803,C3,0
2027,803,C3,0
