Year,Simulation,Pathway,total_CO2_tons
2039,33,D,0
2040,33,D,0
2041,33,D,0
2042,33,D,0
2043,33,D,0
2044,33,D,0
2045,33,D,0
2046,33,D,0
2047,33,D,0
2048,33,D,0
2049,33,D,0
2050,33,D,0
2025,330,A,0
2026,330,A,0
2027,330,A,0
2028,330,A,0
2029,330,A,0
2030,330,A,0
2031,330,A,0
2032,330,A,0
2033,330,A,0
2034,330,A,0
2035,330,A,0
2036,330,A,0
2037,330,A,0
2038,330,A,0
2039,330,A,0
2040,330,A,0
2041,330,A,0
2042,330,A,0
2043,330,A,0
2044,330,A,0
2045,330,A,0
2046,330,A,0
2047,330,A,0
2048,330,A,0
2049,330,A,0
2050,330,A,0
2025,330,B1,0
2026,330,B1,0
2027,330,B1,0
2028,330,B1,0
2029,330,B1,0
2030,330,B1,0
2031,330,B1,0
2032,330,B1,0
2033,330,B1,0
2034,330,B1,0
2035,330,B1,0
2036,330,B1,0
2037,330,B1,0
2038,330,B1,0
2039,330,B1,0
2040,330,B1,0
2041,330,B1,0
2042,330,B1,0
2043,330,B1,0
2044,330,B1,0
2045,330,B1,0
2046,330,B1,0
2047,330,B1,0
2048,330,B1,0
2049,330,B1,0
2050,330,B1,0
2025,330,B2,0
2026,330,B2,0
2027,330,B2,0
2028,330,B2,0
2029,330,B2,0
2030,330,B2,0
2031,330,B2,0
2032,330,B2,0
2033,330,B2,0
2034,330,B2,0
2035,330,B2,0
2036,330,B2,0
2037,330,B2,0
2038,330,B2,0
2039,330,B2,0
2040,330,B2,0
2041,330,B2,0
2042,330,B2,0
2043,330,B2,0
2044,330,B2,0
2045,330,B2,0
2046,330,B2,0
2047,330,B2,0
2048,330,B2,0
2049,330,B2,0
2050,330,B2,0
2025,330,B3,0
2026,330,B3,0
2027,330,B3,0
2028,330,B3,0
2029,330,B3,0
2030,330,B3,0
2031,330,B3,0
2032,330,B3,0
2033,330,B3,0
2034,330,B3,0
2035,330,B3,0
2036,330,B3,0
2037,330,B3,0
2038,330,B3,0
2039,330,B3,0
2040,330,B3,0
2041,330,B3,0
2042,330,B3,0
2043,330,B3,0
2044,330,B3,0
2045,330,B3,0
2046,330,B3,0
2047,330,B3,0
2048,330,B3,0
2049,330,B3,0
2050,330,B3,0
2025,330,C1,0
2026,330,C1,0
2027,330,C1,0
2028,330,C1,0
2029,330,C1,0
2030,330,C1,0
2031,330,C1,0
2032,330,C1,0
2033,330,C1,0
2034,330,C1,0
2035,330,C1,0
2036,330,C1,0
2037,330,C1,0
2038,330,C1,0
2039,330,C1,0
2040,330,C1,0
2041,330,C1,0
2042,330,C1,0
2043,330,C1,0
2044,330,C1,0
2045,330,C1,0
2046,330,C1,0
2047,330,C1,0
2048,330,C1,0
2049,330,C1,0
2050,330,C1,0
2025,330,C2,0
2026,330,C2,0
2027,330,C2,0
2028,330,C2,0
2029,330,C2,0
2030,330,C2,0
2031,330,C2,0
2032,330,C2,0
2033,330,C2,0
2034,330,C2,0
2035,330,C2,0
2036,330,C2,0
2037,330,C2,0
2038,330,C2,0
2039,330,C2,0
2040,330,C2,0
2041,330,C2,0
2042,330,C2,0
2043,330,C2,0
2044,330,C2,0
2045,330,C2,0
2046,330,C2,0
2047,330,C2,0
2048,330,C2,0
2049,330,C2,0
2050,330,C2,0
2025,330,C3,0
2026,330,C3,0
2027,330,C3,0
2028,330,C3,0
2029,330,C3,0
2030,330,C3,0
2031,330,C3,0
2032,330,C3,0
2033,330,C3,0
2034,330,C3,0
2035,330,C3,0
2036,330,C3,0
2037,330,C3,0
2038,330,C3,0
2039,330,C3,0
2040,330,C3,0
2041,330,C3,0
2042,330,C3,0
2043,330,C3,0
2044,330,C3,0
2045,330,C3,0
2046,330,C3,0
2047,330,C3,0
2048,330,C3,0
2049,330,C3,0
2050,330,C3,0
2025,330,D,0
2026,330,D,0
2027,330,D,0
2028,330,D,0
2029,330,D,0
2030,330,D,0
2031,330,D,0
2032,330,D,0
2033,330,D,0
2034,330,D,0
2035,330,D,0
2036,330,D,0
2037,330,D,0
2038,330,D,0
2039,330,D,0
2040,330,D,0
2041,330,D,0
2042,330,D,0
2043,330,D,0
2044,330,D,0
2045,330,D,0
2046,330,D,0
2047,330,D,0
2048,330,D,0
2049,330,D,0
2050,330,D,0
2025,331,A,0
2026,331,A,0
2027,331,A,0
2028,331,A,0
2029,331,A,0
2030,331,A,0
2031,331,A,0
2032,331,A,0
2033,331,A,0
2034,331,A,0
2035,331,A,0
2036,331,A,0
2037,331,A,0
2038,331,A,0
2039,331,A,0
2040,331,A,0
2041,331,A,0
2042,331,A,0
2043,331,A,0
2044,331,A,0
2045,331,A,0
2046,331,A,0
2047,331,A,0
2048,331,A,0
2049,331,A,0
2050,331,A,0
2025,331,B1,0
2026,331,B1,0
2027,331,B1,0
2028,331,B1,0
2029,331,B1,0
2030,331,B1,0
2031,331,B1,0
2032,331,B1,0
2033,331,B1,0
2034,331,B1,0
2035,331,B1,0
2036,331,B1,0
2037,331,B1,0
2038,331,B1,0
2039,331,B1,0
2040,331,B1,0
2041,331,B1,0
2042,331,B1,0
2043,331,B1,0
2044,331,B1,0
2045,331,B1,0
2046,331,B1,0
2047,331,B1,0
2048,331,B1,0
2049,331,B1,0
2050,331,B1,0
2025,331,B2,0
2026,331,B2,0
2027,331,B2,0
2028,331,B2,0
2029,331,B2,0
2030,331,B2,0
2031,331,B2,0
2032,331,B2,0
2033,331,B2,0
2034,331,B2,0
2035,331,B2,0
2036,331,B2,0
2037,331,B2,0
2038,331,B2,0
2039,331,B2,0
2040,331,B2,0
2041,331,B2,0
2042,331,B2,0
2043,331,B2,0
2044,331,B2,0
2045,331,B2,0
2046,331,B2,0
2047,331,B2,0
2048,331,B2,0
2049,331,B2,0
2050,331,B2,0
2025,331,B3,0
2026,331,B3,0
2027,331,B3,0
2028,331,B3,0
2029,331,B3,0
2030,331,B3,0
2031,331,B3,0
2032,331,B3,0
2033,331,B3,0
2034,331,B3,0
2035,331,B3,0
2036,331,B3,0
2037,331,B3,0
2038,331,B3,0
2039,331,B3,0
2040,331,B3,0
2041,331,B3,0
2042,331,B3,0
2043,331,B3,0
2044,331,B3,0
2045,331,B3,0
2046,331,B3,0
2047,331,B3,0
2048,331,B3,0
2049,331,B3,0
2050,331,B3,0
2025,331,C1,0
2026,331,C1,0
2027,331,C1,0
2028,331,C1,0
2029,331,C1,0
2030,331,C1,0
2031,331,C1,0
2032,331,C1,0
2033,331,C1,0
2034,331,C1,0
2035,331,C1,0
2036,331,C1,0
2037,331,C1,0
2038,331,C1,0
2039,331,C1,0
2040,331,C1,0
2041,331,C1,0
2042,331,C1,0
2043,331,C1,0
2044,331,C1,0
2045,331,C1,0
2046,331,C1,0
2047,331,C1,0
2048,331,C1,0
2049,331,C1,0
2050,331,C1,0
2025,331,C2,0
2026,331,C2,0
2027,331,C2,0
2028,331,C2,0
2029,331,C2,0
2030,331,C2,0
2031,331,C2,0
2032,331,C2,0
2033,331,C2,0
2034,331,C2,0
2035,331,C2,0
2036,331,C2,0
2037,331,C2,0
2038,331,C2,0
2039,331,C2,0
2040,331,C2,0
2041,331,C2,0
2042,331,C2,0
2043,331,C2,0
2044,331,C2,0
2045,331,C2,0
2046,331,C2,0
2047,331,C2,0
2048,331,C2,0
2049,331,C2,0
2050,331,C2,0
2025,331,C3,0
2026,331,C3,0
2027,331,C3,0
2028,331,C3,0
2029,331,C3,0
2030,331,C3,0
2031,331,C3,0
2032,331,C3,0
2033,331,C3,0
2034,331,C3,0
2035,331,C3,0
2036,331,C3,0
2037,331,C3,0
2038,331,C3,0
2039,331,C3,0
2040,331,C3,0
2041,331,C3,0
2042,331,C3,0
2043,331,C3,0
2044,331,C3,0
2045,331,C3,0
2046,331,C3,0
2047,331,C3,0
2048,331,C3,0
2049,331,C3,0
2050,331,C3,0
2025,331,D,0
2026,331,D,0
2027,331,D,0
2028,331,D,0
2029,331,D,0
2030,331,D,0
2031,331,D,0
2032,331,D,0
2033,331,D,0
2034,331,D,0
2035,331,D,0
2036,331,D,0
2037,331,D,0
2038,331,D,0
2039,331,D,0
2040,331,D,0
2041,331,D,0
2042,331,D,0
2043,331,D,0
2044,331,D,0
2045,331,D,0
2046,331,D,0
2047,331,D,0
2048,331,D,0
2049,331,D,0
2050,331,D,0
2025,332,A,0
2026,332,A,0
2027,332,A,0
2028,332,A,0
2029,332,A,0
2030,332,A,0
2031,332,A,0
2032,332,A,0
2033,332,A,0
2034,332,A,0
2035,332,A,0
2036,332,A,0
2037,332,A,0
2038,332,A,0
2039,332,A,0
2040,332,A,0
2041,332,A,0
2042,332,A,0
2043,332,A,0
2044,332,A,0
2045,332,A,0
2046,332,A,0
2047,332,A,0
2048,332,A,0
2049,332,A,0
2050,332,A,0
2025,332,B1,0
2026,332,B1,0
2027,332,B1,0
2028,332,B1,0
2029,332,B1,0
2030,332,B1,0
2031,332,B1,0
2032,332,B1,0
2033,332,B1,0
2034,332,B1,0
2035,332,B1,0
2036,332,B1,0
2037,332,B1,0
2038,332,B1,0
2039,332,B1,0
2040,332,B1,0
2041,332,B1,0
2042,332,B1,0
2043,332,B1,0
2044,332,B1,0
2045,332,B1,0
2046,332,B1,0
2047,332,B1,0
2048,332,B1,0
2049,332,B1,0
2050,332,B1,0
2025,332,B2,0
2026,332,B2,0
2027,332,B2,0
2028,332,B2,0
2029,332,B2,0
2030,332,B2,0
2031,332,B2,0
2032,332,B2,0
2033,332,B2,0
2034,332,B2,0
2035,332,B2,0
2036,332,B2,0
2037,332,B2,0
2038,332,B2,0
2039,332,B2,0
2040,332,B2,0
2041,332,B2,0
2042,332,B2,0
2043,332,B2,0
2044,332,B2,0
2045,332,B2,0
2046,332,B2,0
2047,332,B2,0
2048,332,B2,0
2049,332,B2,0
2050,332,B2,0
2025,332,B3,0
2026,332,B3,0
2027,332,B3,0
2028,332,B3,0
2029,332,B3,0
2030,332,B3,0
2031,332,B3,0
2032,332,B3,0
2033,332,B3,0
2034,332,B3,0
2035,332,B3,0
2036,332,B3,0
2037,332,B3,0
2038,332,B3,0
2039,332,B3,0
2040,332,B3,0
2041,332,B3,0
2042,332,B3,0
2043,332,B3,0
2044,332,B3,0
2045,332,B3,0
2046,332,B3,0
2047,332,B3,0
2048,332,B3,0
2049,332,B3,0
2050,332,B3,0
2025,332,C1,0
2026,332,C1,0
2027,332,C1,0
2028,332,C1,0
2029,332,C1,0
2030,332,C1,0
2031,332,C1,0
2032,332,C1,0
2033,332,C1,0
2034,332,C1,0
2035,332,C1,0
2036,332,C1,0
2037,332,C1,0
2038,332,C1,0
2039,332,C1,0
2040,332,C1,0
2041,332,C1,0
2042,332,C1,0
2043,332,C1,0
2044,332,C1,0
2045,332,C1,0
2046,332,C1,0
2047,332,C1,0
2048,332,C1,0
2049,332,C1,0
2050,332,C1,0
2025,332,C2,0
2026,332,C2,0
2027,332,C2,0
2028,332,C2,0
2029,332,C2,0
2030,332,C2,0
2031,332,C2,0
2032,332,C2,0
2033,332,C2,0
2034,332,C2,0
2035,332,C2,0
2036,332,C2,0
2037,332,C2,0
2038,332,C2,0
2039,332,C2,0
2040,332,C2,0
2041,332,C2,0
2042,332,C2,0
2043,332,C2,0
2044,332,C2,0
2045,332,C2,0
2046,332,C2,0
2047,332,C2,0
2048,332,C2,0
2049,332,C2,0
2050,332,C2,0
2025,332,C3,0
2026,332,C3,0
2027,332,C3,0
2028,332,C3,0
2029,332,C3,0
2030,332,C3,0
2031,332,C3,0
2032,332,C3,0
2033,332,C3,0
2034,332,C3,0
2035,332,C3,0
2036,332,C3,0
2037,332,C3,0
2038,332,C3,0
2039,332,C3,0
2040,332,C3,0
2041,332,C3,0
2042,332,C3,0
2043,332,C3,0
2044,332,C3,0
2045,332,C3,0
2046,332,C3,0
2047,332,C3,0
2048,332,C3,0
2049,332,C3,0
2050,332,C3,0
2025,332,D,0
2026,332,D,0
2027,332,D,0
2028,332,D,0
2029,332,D,0
2030,332,D,0
2031,332,D,0
2032,332,D,0
2033,332,D,0
2034,332,D,0
2035,332,D,0
2036,332,D,0
2037,332,D,0
2038,332,D,0
2039,332,D,0
2040,332,D,0
2041,332,D,0
2042,332,D,0
2043,332,D,0
2044,332,D,0
2045,332,D,0
2046,332,D,0
2047,332,D,0
2048,332,D,0
2049,332,D,0
2050,332,D,0
2025,333,A,0
2026,333,A,0
2027,333,A,0
2028,333,A,0
2029,333,A,0
2030,333,A,0
2031,333,A,0
2032,333,A,0
2033,333,A,0
2034,333,A,0
2035,333,A,0
2036,333,A,0
2037,333,A,0
2038,333,A,0
2039,333,A,0
2040,333,A,0
2041,333,A,0
2042,333,A,0
2043,333,A,0
2044,333,A,0
2045,333,A,0
2046,333,A,0
2047,333,A,0
2048,333,A,0
2049,333,A,0
2050,333,A,0
2025,333,B1,0
2026,333,B1,0
2027,333,B1,0
2028,333,B1,0
2029,333,B1,0
2030,333,B1,0
2031,333,B1,0
2032,333,B1,0
2033,333,B1,0
2034,333,B1,0
2035,333,B1,0
2036,333,B1,0
2037,333,B1,0
2038,333,B1,0
2039,333,B1,0
2040,333,B1,0
2041,333,B1,0
2042,333,B1,0
2043,333,B1,0
2044,333,B1,0
2045,333,B1,0
2046,333,B1,0
2047,333,B1,0
2048,333,B1,0
2049,333,B1,0
2050,333,B1,0
2025,333,B2,0
2026,333,B2,0
2027,333,B2,0
2028,333,B2,0
2029,333,B2,0
2030,333,B2,0
2031,333,B2,0
2032,333,B2,0
2033,333,B2,0
2034,333,B2,0
2035,333,B2,0
2036,333,B2,0
2037,333,B2,0
2038,333,B2,0
2039,333,B2,0
2040,333,B2,0
2041,333,B2,0
2042,333,B2,0
2043,333,B2,0
2044,333,B2,0
2045,333,B2,0
2046,333,B2,0
2047,333,B2,0
2048,333,B2,0
2049,333,B2,0
2050,333,B2,0
2025,333,B3,0
2026,333,B3,0
2027,333,B3,0
2028,333,B3,0
2029,333,B3,0
2030,333,B3,0
2031,333,B3,0
2032,333,B3,0
2033,333,B3,0
2034,333,B3,0
2035,333,B3,0
2036,333,B3,0
2037,333,B3,0
2038,333,B3,0
2039,333,B3,0
2040,333,B3,0
2041,333,B3,0
2042,333,B3,0
2043,333,B3,0
2044,333,B3,0
2045,333,B3,0
2046,333,B3,0
2047,333,B3,0
2048,333,B3,0
2049,333,B3,0
2050,333,B3,0
2025,333,C1,0
2026,333,C1,0
2027,333,C1,0
2028,333,C1,0
2029,333,C1,0
2030,333,C1,0
2031,333,C1,0
2032,333,C1,0
2033,333,C1,0
2034,333,C1,0
2035,333,C1,0
2036,333,C1,0
2037,333,C1,0
2038,333,C1,0
2039,333,C1,0
2040,333,C1,0
2041,333,C1,0
2042,333,C1,0
2043,333,C1,0
2044,333,C1,0
2045,333,C1,0
2046,333,C1,0
2047,333,C1,0
2048,333,C1,0
2049,333,C1,0
2050,333,C1,0
2025,333,C2,0
2026,333,C2,0
2027,333,C2,0
2028,333,C2,0
2029,333,C2,0
2030,333,C2,0
2031,333,C2,0
2032,333,C2,0
2033,333,C2,0
2034,333,C2,0
2035,333,C2,0
2036,333,C2,0
2037,333,C2,0
2038,333,C2,0
2039,333,C2,0
2040,333,C2,0
2041,333,C2,0
2042,333,C2,0
2043,333,C2,0
2044,333,C2,0
2045,333,C2,0
2046,333,C2,0
2047,333,C2,0
2048,333,C2,0
2049,333,C2,0
2050,333,C2,0
2025,333,C3,0
2026,333,C3,0
2027,333,C3,0
2028,333,C3,0
2029,333,C3,0
2030,333,C3,0
2031,333,C3,0
2032,333,C3,0
2033,333,C3,0
2034,333,C3,0
2035,333,C3,0
2036,333,C3,0
2037,333,C3,0
2038,333,C3,0
2039,333,C3,0
2040,333,C3,0
2041,333,C3,0
2042,333,C3,0
2043,333,C3,0
2044,333,C3,0
2045,333,C3,0
2046,333,C3,0
2047,333,C3,0
2048,333,C3,0
2049,333,C3,0
2050,333,C3,0
2025,333,D,0
2026,333,D,0
2027,333,D,0
2028,333,D,0
2029,333,D,0
2030,333,D,0
2031,333,D,0
2032,333,D,0
2033,333,D,0
2034,333,D,0
2035,333,D,0
2036,333,D,0
2037,333,D,0
2038,333,D,0
2039,333,D,0
2040,333,D,0
2041,333,D,0
2042,333,D,0
2043,333,D,0
2044,333,D,0
2045,333,D,0
2046,333,D,0
2047,333,D,0
2048,333,D,0
2049,333,D,0
2050,333,D,0
2025,334,A,0
2026,334,A,0
2027,334,A,0
2028,334,A,0
2029,334,A,0
2030,334,A,0
2031,334,A,0
2032,334,A,0
2033,334,A,0
2034,334,A,0
2035,334,A,0
2036,334,A,0
2037,334,A,0
2038,334,A,0
2039,334,A,0
2040,334,A,0
2041,334,A,0
2042,334,A,0
2043,334,A,0
2044,334,A,0
2045,334,A,0
2046,334,A,0
2047,334,A,0
2048,334,A,0
2049,334,A,0
2050,334,A,0
2025,334,B1,0
2026,334,B1,0
2027,334,B1,0
2028,334,B1,0
2029,334,B1,0
2030,334,B1,0
2031,334,B1,0
2032,334,B1,0
2033,334,B1,0
2034,334,B1,0
2035,334,B1,0
2036,334,B1,0
2037,334,B1,0
2038,334,B1,0
2039,334,B1,0
2040,334,B1,0
2041,334,B1,0
2042,334,B1,0
2043,334,B1,0
2044,334,B1,0
2045,334,B1,0
2046,334,B1,0
2047,334,B1,0
2048,334,B1,0
2049,334,B1,0
2050,334,B1,0
2025,334,B2,0
2026,334,B2,0
2027,334,B2,0
2028,334,B2,0
2029,334,B2,0
2030,334,B2,0
2031,334,B2,0
2032,334,B2,0
2033,334,B2,0
2034,334,B2,0
2035,334,B2,0
2036,334,B2,0
2037,334,B2,0
2038,334,B2,0
2039,334,B2,0
2040,334,B2,0
2041,334,B2,0
2042,334,B2,0
2043,334,B2,0
2044,334,B2,0
2045,334,B2,0
2046,334,B2,0
2047,334,B2,0
2048,334,B2,0
2049,334,B2,0
2050,334,B2,0
2025,334,B3,0
2026,334,B3,0
2027,334,B3,0
2028,334,B3,0
2029,334,B3,0
2030,334,B3,0
2031,334,B3,0
2032,334,B3,0
2033,334,B3,0
2034,334,B3,0
2035,334,B3,0
2036,334,B3,0
2037,334,B3,0
2038,334,B3,0
2039,334,B3,0
2040,334,B3,0
2041,334,B3,0
2042,334,B3,0
2043,334,B3,0
2044,334,B3,0
2045,334,B3,0
2046,334,B3,0
2047,334,B3,0
2048,334,B3,0
2049,334,B3,0
2050,334,B3,0
2025,334,C1,0
2026,334,C1,0
2027,334,C1,0
2028,334,C1,0
2029,334,C1,0
2030,334,C1,0
2031,334,C1,0
2032,334,C1,0
2033,334,C1,0
2034,334,C1,0
2035,334,C1,0
2036,334,C1,0
2037,334,C1,0
2038,334,C1,0
2039,334,C1,0
2040,334,C1,0
2041,334,C1,0
2042,334,C1,0
2043,334,C1,0
2044,334,C1,0
2045,334,C1,0
2046,334,C1,0
2047,334,C1,0
2048,334,C1,0
2049,334,C1,0
2050,334,C1,0
2025,334,C2,0
2026,334,C2,0
2027,334,C2,0
2028,334,C2,0
2029,334,C2,0
2030,334,C2,0
2031,334,C2,0
2032,334,C2,0
2033,334,C2,0
2034,334,C2,0
2035,334,C2,0
2036,334,C2,0
2037,334,C2,0
2038,334,C2,0
2039,334,C2,0
2040,334,C2,0
2041,334,C2,0
2042,334,C2,0
2043,334,C2,0
2044,334,C2,0
2045,334,C2,0
2046,334,C2,0
2047,334,C2,0
2048,334,C2,0
2049,334,C2,0
2050,334,C2,0
2025,334,C3,0
2026,334,C3,0
2027,334,C3,0
2028,334,C3,0
2029,334,C3,0
2030,334,C3,0
2031,334,C3,0
2032,334,C3,0
2033,334,C3,0
2034,334,C3,0
2035,334,C3,0
2036,334,C3,0
2037,334,C3,0
2038,334,C3,0
2039,334,C3,0
2040,334,C3,0
2041,334,C3,0
2042,334,C3,0
2043,334,C3,0
2044,334,C3,0
2045,334,C3,0
2046,334,C3,0
2047,334,C3,0
2048,334,C3,0
2049,334,C3,0
2050,334,C3,0
2025,334,D,0
2026,334,D,0
2027,334,D,0
2028,334,D,0
2029,334,D,0
2030,334,D,0
2031,334,D,0
2032,334,D,0
2033,334,D,0
2034,334,D,0
2035,334,D,0
2036,334,D,0
2037,334,D,0
2038,334,D,0
2039,334,D,0
2040,334,D,0
2041,334,D,0
2042,334,D,0
2043,334,D,0
2044,334,D,0
2045,334,D,0
2046,334,D,0
2047,334,D,0
2048,334,D,0
2049,334,D,0
2050,334,D,0
2025,335,A,0
2026,335,A,0
2027,335,A,0
2028,335,A,0
2029,335,A,0
2030,335,A,0
2031,335,A,0
2032,335,A,0
2033,335,A,0
2034,335,A,0
2035,335,A,0
2036,335,A,0
2037,335,A,0
2038,335,A,0
2039,335,A,0
2040,335,A,0
2041,335,A,0
2042,335,A,0
2043,335,A,0
2044,335,A,0
2045,335,A,0
2046,335,A,0
2047,335,A,0
2048,335,A,0
2049,335,A,0
2050,335,A,0
2025,335,B1,0
2026,335,B1,0
2027,335,B1,0
2028,335,B1,0
2029,335,B1,0
2030,335,B1,0
2031,335,B1,0
2032,335,B1,0
2033,335,B1,0
2034,335,B1,0
2035,335,B1,0
2036,335,B1,0
2037,335,B1,0
2038,335,B1,0
2039,335,B1,0
2040,335,B1,0
2041,335,B1,0
2042,335,B1,0
2043,335,B1,0
2044,335,B1,0
2045,335,B1,0
2046,335,B1,0
2047,335,B1,0
2048,335,B1,0
2049,335,B1,0
2050,335,B1,0
2025,335,B2,0
2026,335,B2,0
2027,335,B2,0
2028,335,B2,0
2029,335,B2,0
2030,335,B2,0
2031,335,B2,0
2032,335,B2,0
2033,335,B2,0
2034,335,B2,0
2035,335,B2,0
2036,335,B2,0
2037,335,B2,0
2038,335,B2,0
2039,335,B2,0
2040,335,B2,0
2041,335,B2,0
2042,335,B2,0
2043,335,B2,0
2044,335,B2,0
2045,335,B2,0
2046,335,B2,0
2047,335,B2,0
2048,335,B2,0
2049,335,B2,0
2050,335,B2,0
2025,335,B3,0
2026,335,B3,0
2027,335,B3,0
2028,335,B3,0
2029,335,B3,0
2030,335,B3,0
2031,335,B3,0
2032,335,B3,0
2033,335,B3,0
2034,335,B3,0
2035,335,B3,0
2036,335,B3,0
2037,335,B3,0
2038,335,B3,0
2039,335,B3,0
2040,335,B3,0
2041,335,B3,0
2042,335,B3,0
2043,335,B3,0
2044,335,B3,0
2045,335,B3,0
2046,335,B3,0
2047,335,B3,0
2048,335,B3,0
2049,335,B3,0
2050,335,B3,0
2025,335,C1,0
2026,335,C1,0
2027,335,C1,0
2028,335,C1,0
2029,335,C1,0
2030,335,C1,0
2031,335,C1,0
2032,335,C1,0
2033,335,C1,0
2034,335,C1,0
2035,335,C1,0
2036,335,C1,0
2037,335,C1,0
2038,335,C1,0
2039,335,C1,0
2040,335,C1,0
2041,335,C1,0
2042,335,C1,0
2043,335,C1,0
2044,335,C1,0
2045,335,C1,0
2046,335,C1,0
2047,335,C1,0
2048,335,C1,0
2049,335,C1,0
2050,335,C1,0
2025,335,C2,0
2026,335,C2,0
2027,335,C2,0
2028,335,C2,0
2029,335,C2,0
2030,335,C2,0
2031,335,C2,0
2032,335,C2,0
2033,335,C2,0
2034,335,C2,0
2035,335,C2,0
2036,335,C2,0
2037,335,C2,0
2038,335,C2,0
2039,335,C2,0
2040,335,C2,0
2041,335,C2,0
2042,335,C2,0
2043,335,C2,0
2044,335,C2,0
2045,335,C2,0
2046,335,C2,0
2047,335,C2,0
2048,335,C2,0
2049,335,C2,0
2050,335,C2,0
2025,335,C3,0
2026,335,C3,0
2027,335,C3,0
2028,335,C3,0
2029,335,C3,0
2030,335,C3,0
2031,335,C3,0
2032,335,C3,0
2033,335,C3,0
2034,335,C3,0
2035,335,C3,0
2036,335,C3,0
2037,335,C3,0
2038,335,C3,0
2039,335,C3,0
2040,335,C3,0
2041,335,C3,0
2042,335,C3,0
2043,335,C3,0
2044,335,C3,0
2045,335,C3,0
2046,335,C3,0
2047,335,C3,0
2048,335,C3,0
2049,335,C3,0
2050,335,C3,0
2025,335,D,0
2026,335,D,0
2027,335,D,0
2028,335,D,0
2029,335,D,0
2030,335,D,0
2031,335,D,0
2032,335,D,0
2033,335,D,0
2034,335,D,0
2035,335,D,0
2036,335,D,0
2037,335,D,0
2038,335,D,0
2039,335,D,0
2040,335,D,0
2041,335,D,0
2042,335,D,0
2043,335,D,0
2044,335,D,0
2045,335,D,0
2046,335,D,0
2047,335,D,0
2048,335,D,0
2049,335,D,0
2050,335,D,0
2025,336,A,0
2026,336,A,0
2027,336,A,0
2028,336,A,0
2029,336,A,0
2030,336,A,0
2031,336,A,0
2032,336,A,0
2033,336,A,0
2034,336,A,0
2035,336,A,0
2036,336,A,0
2037,336,A,0
2038,336,A,0
2039,336,A,0
2040,336,A,0
2041,336,A,0
2042,336,A,0
2043,336,A,0
2044,336,A,0
2045,336,A,0
2046,336,A,0
2047,336,A,0
2048,336,A,0
2049,336,A,0
2050,336,A,0
2025,336,B1,0
2026,336,B1,0
2027,336,B1,0
2028,336,B1,0
2029,336,B1,0
2030,336,B1,0
2031,336,B1,0
2032,336,B1,0
2033,336,B1,0
2034,336,B1,0
2035,336,B1,0
2036,336,B1,0
2037,336,B1,0
2038,336,B1,0
2039,336,B1,0
2040,336,B1,0
2041,336,B1,0
2042,336,B1,0
2043,336,B1,0
2044,336,B1,0
2045,336,B1,0
2046,336,B1,0
2047,336,B1,0
2048,336,B1,0
2049,336,B1,0
2050,336,B1,0
2025,336,B2,0
2026,336,B2,0
2027,336,B2,0
2028,336,B2,0
2029,336,B2,0
2030,336,B2,0
2031,336,B2,0
2032,336,B2,0
2033,336,B2,0
2034,336,B2,0
2035,336,B2,0
2036,336,B2,0
2037,336,B2,0
2038,336,B2,0
2039,336,B2,0
2040,336,B2,0
2041,336,B2,0
2042,336,B2,0
2043,336,B2,0
2044,336,B2,0
2045,336,B2,0
2046,336,B2,0
2047,336,B2,0
2048,336,B2,0
2049,336,B2,0
2050,336,B2,0
2025,336,B3,0
2026,336,B3,0
2027,336,B3,0
2028,336,B3,0
2029,336,B3,0
2030,336,B3,0
2031,336,B3,0
2032,336,B3,0
2033,336,B3,0
2034,336,B3,0
2035,336,B3,0
2036,336,B3,0
2037,336,B3,0
2038,336,B3,0
2039,336,B3,0
2040,336,B3,0
2041,336,B3,0
2042,336,B3,0
2043,336,B3,0
2044,336,B3,0
2045,336,B3,0
2046,336,B3,0
2047,336,B3,0
2048,336,B3,0
2049,336,B3,0
2050,336,B3,0
2025,336,C1,0
2026,336,C1,0
2027,336,C1,0
2028,336,C1,0
2029,336,C1,0
2030,336,C1,0
2031,336,C1,0
2032,336,C1,0
2033,336,C1,0
2034,336,C1,0
2035,336,C1,0
2036,336,C1,0
2037,336,C1,0
2038,336,C1,0
2039,336,C1,0
2040,336,C1,0
2041,336,C1,0
2042,336,C1,0
2043,336,C1,0
2044,336,C1,0
2045,336,C1,0
2046,336,C1,0
2047,336,C1,0
2048,336,C1,0
2049,336,C1,0
2050,336,C1,0
2025,336,C2,0
2026,336,C2,0
2027,336,C2,0
2028,336,C2,0
2029,336,C2,0
2030,336,C2,0
2031,336,C2,0
2032,336,C2,0
2033,336,C2,0
2034,336,C2,0
2035,336,C2,0
2036,336,C2,0
2037,336,C2,0
2038,336,C2,0
2039,336,C2,0
2040,336,C2,0
2041,336,C2,0
2042,336,C2,0
2043,336,C2,0
2044,336,C2,0
2045,336,C2,0
2046,336,C2,0
2047,336,C2,0
2048,336,C2,0
2049,336,C2,0
2050,336,C2,0
2025,336,C3,0
2026,336,C3,0
2027,336,C3,0
2028,336,C3,0
2029,336,C3,0
2030,336,C3,0
2031,336,C3,0
2032,336,C3,0
2033,336,C3,0
2034,336,C3,0
2035,336,C3,0
2036,336,C3,0
2037,336,C3,0
2038,336,C3,0
2039,336,C3,0
2040,336,C3,0
