"Simulation","Pathway","Jurisdiction","Cost_Type","NPV"
"262","A","NB","Lower",448636567.523926
"262","A","NB","Upper",1336033248.47799
"262","C3","QC","Lower",13066540007.7506
"262","C3","QC","Upper",38911968298.2409
"262","C3","NYISO","Lower",4179808368.96471
"262","C3","NYISO","Upper",12559520339.4372
"262","C3","NB","Lower",448636567.523926
"262","C3","NB","Upper",1336033248.47799
"271","D","QC","Lower",13065871755.8562
"271","D","QC","Upper",38909978253.7062
"271","D","NYISO","Lower",3872769128.21529
"271","D","NYISO","Upper",11636926466.993
"271","D","NB","Lower",454608406.277341
"271","D","NB","Upper",1353817298.43439
"271","B3","QC","Lower",16663128546.5923
"271","B3","QC","Upper",49622557262.283
"271","B3","NYISO","Lower",3872769128.21529
"271","B3","NYISO","Upper",11636926466.993
"271","B3","NB","Lower",454608406.277341
"271","B3","NB","Upper",1353817298.43439
"271","B1","QC","Lower",13065871755.8562
"271","B1","QC","Upper",38909978253.7062
"271","B1","NYISO","Lower",3872769128.21529
"271","B1","NYISO","Upper",11636926466.993
"271","B1","NB","Lower",454608406.277341
"271","B1","NB","Upper",1353817298.43439
"271","B2","QC","Lower",2900008927.59932
"271","B2","QC","Upper",8636184895.80447
"271","B2","NYISO","Lower",3872769128.21529
"271","B2","NYISO","Upper",11636926466.993
"271","B2","NB","Lower",454608406.277341
"271","B2","NB","Upper",1353817298.43439
"271","C1","QC","Lower",2900008927.59932
"271","C1","QC","Upper",8636184895.80447
"271","C1","NYISO","Lower",2626908656.70824
"271","C1","NYISO","Upper",7893355338.66657
"271","C1","NB","Lower",454608406.277341
"271","C1","NB","Upper",1353817298.43439
"271","C2","QC","Lower",2900008927.59932
"271","C2","QC","Upper",8636184895.80447
"271","C2","NYISO","Lower",3872769128.21529
"271","C2","NYISO","Upper",11636926466.993
"271","C2","NB","Lower",454608406.277341
"271","C2","NB","Upper",1353817298.43439
"271","A","QC","Lower",2900008927.59932
"271","A","QC","Upper",8636184895.80447
"271","A","NYISO","Lower",2626908656.70824
"271","A","NYISO","Upper",7893355338.66657
"271","A","NB","Lower",454608406.277341
"271","A","NB","Upper",1353817298.43439
"271","C3","QC","Lower",13065871755.8562
"271","C3","QC","Upper",38909978253.7062
"271","C3","NYISO","Lower",3872769128.21529
"271","C3","NYISO","Upper",11636926466.993
"271","C3","NB","Lower",454608406.277341
"271","C3","NB","Upper",1353817298.43439
"272","D","QC","Lower",12972813414.4716
"272","D","QC","Upper",38632851850.8714
"272","D","NYISO","Lower",4121084269.53792
"272","D","NYISO","Upper",12383065713.7558
"272","D","NB","Lower",433073245.668653
"272","D","NB","Upper",1289685899.73162
"272","B3","QC","Lower",16560589692.4039
"272","B3","QC","Upper",49317198028.6104
"272","B3","NYISO","Lower",4121084269.53792
"272","B3","NYISO","Upper",12383065713.7558
"272","B3","NB","Lower",433073245.668653
"272","B3","NB","Upper",1289685899.73162
"272","B1","QC","Lower",12972813414.4716
"272","B1","QC","Upper",38632851850.8714
"272","B1","NYISO","Lower",4121084269.53792
"272","B1","NYISO","Upper",12383065713.7558
"272","B1","NB","Lower",433073245.668653
"272","B1","NB","Upper",1289685899.73162
"272","B2","QC","Lower",2853812338.42712
"272","B2","QC","Upper",8498612117.37277
"272","B2","NYISO","Lower",4121084269.53792
"272","B2","NYISO","Upper",12383065713.7558
"272","B2","NB","Lower",433073245.668653
"272","B2","NB","Upper",1289685899.73162
"272","C1","QC","Lower",2853812338.42712
"272","C1","QC","Upper",8498612117.37277
"272","C1","NYISO","Lower",2795375580.25656
"272","C1","NYISO","Upper",8399566046.44399
"272","C1","NB","Lower",433073245.668653
"272","C1","NB","Upper",1289685899.73162
"272","C2","QC","Lower",2853812338.42712
"272","C2","QC","Upper",8498612117.37277
"272","C2","NYISO","Lower",4121084269.53792
"272","C2","NYISO","Upper",12383065713.7558
"272","C2","NB","Lower",433073245.668653
"272","C2","NB","Upper",1289685899.73162
"272","A","QC","Lower",2853812338.42712
"272","A","QC","Upper",8498612117.37277
"272","A","NYISO","Lower",2795375580.25656
"272","A","NYISO","Upper",8399566046.44399
"272","A","NB","Lower",433073245.668653
"272","A","NB","Upper",1289685899.73162
"272","C3","QC","Lower",12972813414.4716
"272","C3","QC","Upper",38632851850.8714
"272","C3","NYISO","Lower",4121084269.53792
"272","C3","NYISO","Upper",12383065713.7558
"272","C3","NB","Lower",433073245.668653
"272","C3","NB","Upper",1289685899.73162
"273","D","QC","Lower",13167550985.8838
"273","D","QC","Upper",39212777538.9858
"273","D","NYISO","Lower",4123768081.66672
"273","D","NYISO","Upper",12391130053.0851
"273","D","NB","Lower",477546269.321265
"273","D","NB","Upper",1422125924.82402
"273","B3","QC","Lower",16775142247.4119
"273","B3","QC","Upper",49956132453.0125
"273","B3","NYISO","Lower",4123768081.66672
"273","B3","NYISO","Upper",12391130053.0851
"273","B3","NB","Lower",477546269.321265
"273","B3","NB","Upper",1422125924.82402
"273","B1","QC","Lower",13167550985.8838
"273","B1","QC","Upper",39212777538.9858
"273","B1","NYISO","Lower",4123768081.66672
"273","B1","NYISO","Upper",12391130053.0851
"273","B1","NB","Lower",477546269.321265
"273","B1","NB","Upper",1422125924.82402
"273","B2","QC","Lower",2950448350.05778
"273","B2","QC","Upper",8786392770.76762
"273","B2","NYISO","Lower",4123768081.66672
"273","B2","NYISO","Upper",12391130053.0851
"273","B2","NB","Lower",477546269.321265
"273","B2","NB","Upper",1422125924.82402
"273","C1","QC","Lower",2950448350.05778
"273","C1","QC","Upper",8786392770.76762
"273","C1","NYISO","Lower",2797418545.83371
"273","C1","NYISO","Upper",8405704765.12533
"273","C1","NB","Lower",477546269.321265
"273","C1","NB","Upper",1422125924.82402
