"Simulation","Pathway","ATB_Scenario","NPV","Technology"
"1002","C1","Advanced",21576422502.6672,"Nuclear"
"1002","C1","Moderate",23753859635.9639,"Nuclear"
"1002","C1","Conservative",26129245599.5603,"Nuclear"
"1002","C1","Advanced",2932986690.07649,"Biopower"
"1002","C1","Moderate",2932986690.07649,"Biopower"
"1002","C1","Conservative",2932986690.07649,"Biopower"
"1002","C2","Advanced",2809490048.24762,"Nuclear"
"1002","C2","Moderate",3093016566.87811,"Nuclear"
"1002","C2","Conservative",3402318223.56592,"Nuclear"
"1002","C2","Advanced",2932986690.07649,"Biopower"
"1002","C2","Moderate",2932986690.07649,"Biopower"
"1002","C2","Conservative",2932986690.07649,"Biopower"
"1002","C3","Advanced",1826679953.81536,"Nuclear"
"1002","C3","Moderate",2011023802.36554,"Nuclear"
"1002","C3","Conservative",2212126182.60209,"Nuclear"
"1002","C3","Advanced",2932986690.07649,"Biopower"
"1002","C3","Moderate",2932986690.07649,"Biopower"
"1002","C3","Conservative",2932986690.07649,"Biopower"
"1002","D","Advanced",2932986690.07649,"Biopower"
"1002","D","Moderate",2932986690.07649,"Biopower"
"1002","D","Conservative",2932986690.07649,"Biopower"
"1003","A","Advanced",2932986690.07649,"Biopower"
"1003","A","Moderate",2932986690.07649,"Biopower"
"1003","A","Conservative",2932986690.07649,"Biopower"
"1003","B1","Advanced",2932986690.07649,"Biopower"
"1003","B1","Moderate",2932986690.07649,"Biopower"
"1003","B1","Conservative",2932986690.07649,"Biopower"
"1003","B2","Advanced",2932986690.07649,"Biopower"
"1003","B2","Moderate",2932986690.07649,"Biopower"
"1003","B2","Conservative",2932986690.07649,"Biopower"
"1003","B3","Advanced",2932986690.07649,"Biopower"
"1003","B3","Moderate",2932986690.07649,"Biopower"
"1003","B3","Conservative",2932986690.07649,"Biopower"
"1003","C1","Advanced",21576422502.6672,"Nuclear"
"1003","C1","Moderate",23753859635.9639,"Nuclear"
"1003","C1","Conservative",26129245599.5603,"Nuclear"
"1003","C1","Advanced",2932986690.07649,"Biopower"
"1003","C1","Moderate",2932986690.07649,"Biopower"
"1003","C1","Conservative",2932986690.07649,"Biopower"
"1003","C2","Advanced",2809490048.24762,"Nuclear"
"1003","C2","Moderate",3093016566.87811,"Nuclear"
"1003","C2","Conservative",3402318223.56592,"Nuclear"
"1003","C2","Advanced",2932986690.07649,"Biopower"
"1003","C2","Moderate",2932986690.07649,"Biopower"
"1003","C2","Conservative",2932986690.07649,"Biopower"
"1003","C3","Advanced",1826679953.81536,"Nuclear"
"1003","C3","Moderate",2011023802.36554,"Nuclear"
"1003","C3","Conservative",2212126182.60209,"Nuclear"
"1003","C3","Advanced",2932986690.07649,"Biopower"
"1003","C3","Moderate",2932986690.07649,"Biopower"
"1003","C3","Conservative",2932986690.07649,"Biopower"
"1003","D","Advanced",2932986690.07649,"Biopower"
"1003","D","Moderate",2932986690.07649,"Biopower"
"1003","D","Conservative",2932986690.07649,"Biopower"
"1004","A","Advanced",2932986690.07649,"Biopower"
"1004","A","Moderate",2932986690.07649,"Biopower"
"1004","A","Conservative",2932986690.07649,"Biopower"
"1004","B1","Advanced",2932986690.07649,"Biopower"
"1004","B1","Moderate",2932986690.07649,"Biopower"
"1004","B1","Conservative",2932986690.07649,"Biopower"
"1004","B2","Advanced",2932986690.07649,"Biopower"
"1004","B2","Moderate",2932986690.07649,"Biopower"
"1004","B2","Conservative",2932986690.07649,"Biopower"
"1004","B3","Advanced",2932986690.07649,"Biopower"
"1004","B3","Moderate",2932986690.07649,"Biopower"
"1004","B3","Conservative",2932986690.07649,"Biopower"
"1004","C1","Advanced",21576422502.6672,"Nuclear"
"1004","C1","Moderate",23753859635.9639,"Nuclear"
"1004","C1","Conservative",26129245599.5603,"Nuclear"
"1004","C1","Advanced",2932986690.07649,"Biopower"
"1004","C1","Moderate",2932986690.07649,"Biopower"
"1004","C1","Conservative",2932986690.07649,"Biopower"
"1004","C2","Advanced",2809490048.24762,"Nuclear"
"1004","C2","Moderate",3093016566.87811,"Nuclear"
"1004","C2","Conservative",3402318223.56592,"Nuclear"
"1004","C2","Advanced",2932986690.07649,"Biopower"
"1004","C2","Moderate",2932986690.07649,"Biopower"
"1004","C2","Conservative",2932986690.07649,"Biopower"
"1004","C3","Advanced",1826679953.81536,"Nuclear"
"1004","C3","Moderate",2011023802.36554,"Nuclear"
"1004","C3","Conservative",2212126182.60209,"Nuclear"
"1004","C3","Advanced",2932986690.07649,"Biopower"
"1004","C3","Moderate",2932986690.07649,"Biopower"
"1004","C3","Conservative",2932986690.07649,"Biopower"
"1004","D","Advanced",2932986690.07649,"Biopower"
"1004","D","Moderate",2932986690.07649,"Biopower"
"1004","D","Conservative",2932986690.07649,"Biopower"
"1005","A","Advanced",2932986690.07649,"Biopower"
"1005","A","Moderate",2932986690.07649,"Biopower"
"1005","A","Conservative",2932986690.07649,"Biopower"
"1005","B1","Advanced",2932986690.07649,"Biopower"
"1005","B1","Moderate",2932986690.07649,"Biopower"
"1005","B1","Conservative",2932986690.07649,"Biopower"
"1005","B2","Advanced",2932986690.07649,"Biopower"
"1005","B2","Moderate",2932986690.07649,"Biopower"
"1005","B2","Conservative",2932986690.07649,"Biopower"
"1005","B3","Advanced",2932986690.07649,"Biopower"
"1005","B3","Moderate",2932986690.07649,"Biopower"
"1005","B3","Conservative",2932986690.07649,"Biopower"
"1005","C1","Advanced",21576422502.6672,"Nuclear"
"1005","C1","Moderate",23753859635.9639,"Nuclear"
"1005","C1","Conservative",26129245599.5603,"Nuclear"
"1005","C1","Advanced",2932986690.07649,"Biopower"
"1005","C1","Moderate",2932986690.07649,"Biopower"
"1005","C1","Conservative",2932986690.07649,"Biopower"
"1005","C2","Advanced",2809490048.24762,"Nuclear"
"1005","C2","Moderate",3093016566.87811,"Nuclear"
"1005","C2","Conservative",3402318223.56592,"Nuclear"
"1005","C2","Advanced",2932986690.07649,"Biopower"
"1005","C2","Moderate",2932986690.07649,"Biopower"
"1005","C2","Conservative",2932986690.07649,"Biopower"
"1005","C3","Advanced",1826679953.81536,"Nuclear"
"1005","C3","Moderate",2011023802.36554,"Nuclear"
"1005","C3","Conservative",2212126182.60209,"Nuclear"
"1005","C3","Advanced",2932986690.07649,"Biopower"
"1005","C3","Moderate",2932986690.07649,"Biopower"
"1005","C3","Conservative",2932986690.07649,"Biopower"
"1005","D","Advanced",2932986690.07649,"Biopower"
"1005","D","Moderate",2932986690.07649,"Biopower"
"1005","D","Conservative",2932986690.07649,"Biopower"
"1006","A","Advanced",2932986690.07649,"Biopower"
"1006","A","Moderate",2932986690.07649,"Biopower"
"1006","A","Conservative",2932986690.07649,"Biopower"
"1006","B1","Advanced",2932986690.07649,"Biopower"
"1006","B1","Moderate",2932986690.07649,"Biopower"
"1006","B1","Conservative",2932986690.07649,"Biopower"
"1006","B2","Advanced",2932986690.07649,"Biopower"
"1006","B2","Moderate",2932986690.07649,"Biopower"
"1006","B2","Conservative",2932986690.07649,"Biopower"
"1006","B3","Advanced",2932986690.07649,"Biopower"
"1006","B3","Moderate",2932986690.07649,"Biopower"
