Year,Simulation,Pathway,total_NOx_USD,total_SO2_USD,total_PM2.5_USD,total_PM10_USD,total_CO_USD,total_VOC_USD,total_air_emission_USD
2042,38,C3,37172.7975582519,96477.4698423869,1774628.9881551,703.938441090148,837070.430348641,39506.7023433128,2785560.32668878
2043,38,C3,35546.3102077115,94598.1280005269,1536568.10900398,575.981750923189,722578.552480589,34136.366836943,2424003.44828067
2044,38,C3,32160.3874175697,96549.596862533,1445698.93347653,569.124773948829,674898.300757248,32085.4446375805,2281961.78792541
2045,38,C3,28933.9234813713,84305.2354050141,1325504.90488677,499.384859296551,618476.136376938,29381.5216220161,2087101.10663141
2030,39,B1,163541.446177278,236525.348464274,8245670.55413844,2441.29271864926,3925803.5610975,183458.078434926,12757440.2810311
2031,39,B1,117189.483181056,176714.411140368,5758511.10638518,1972.90525829064,2758934.26555218,128121.115297848,8941443.28681492
2032,39,B1,108669.118335303,179509.962869051,5479788.13669477,1853.31044953967,2625758.52235252,122090.473118106,8517669.52381929
2033,39,B1,99843.3581532893,165678.848584542,5129532.17484414,1684.81950034721,2460511.59372133,114421.884258002,7971672.67906165
2034,39,B1,95772.2645414735,163595.776319126,4890808.65525427,1608.97178263937,2343527.93974896,109161.444151391,7604475.05179786
2035,39,B1,97212.816896458,154904.607665812,4651454.53494771,1504.17728361877,2221166.23809722,103757.587177126,7229999.96206795
2036,39,B1,92193.5604712147,158128.5930541,4401521.88568164,1374.97713081167,2098501.40605444,98218.044294257,6849938.46668646
2037,39,B1,81074.3529693019,148832.385796353,4094995.11511299,1323.38234348772,1949849.69336049,91415.6796790254,6367490.60926165
2038,39,B1,77909.6312987059,143364.285661865,3825126.26014416,1210.18235472157,1818941.14376006,85313.8500870556,5951865.35330657
2039,39,B1,74021.5931342162,135507.627141907,3645535.22543001,1145.13736867911,1727459.44644493,81303.1856361488,5664972.21515589
2040,39,B1,68134.7000049345,124423.860806512,3418585.98932338,1006.7365229808,1617807.37455813,76199.8200212151,5306158.48123715
2041,39,B1,53287.6556214901,104726.259528907,2296851.88605429,799.412070504548,1080516.91180475,51105.517297186,3587287.64237713
2042,39,B1,44973.2381391342,104690.449382047,2158022.29699628,745.298442038677,1019415.66123902,48048.9580221687,3375895.90222069
2043,39,B1,41176.6845813576,101311.794388472,1862645.60912941,614.776219752186,875578.32361365,41386.0400105853,2922713.22794322
2044,39,B1,36993.5283901851,101199.690347906,1683071.21493832,578.051202235483,787066.369598186,37359.769957467,2646268.6244343
2045,39,B1,33184.3321093474,88577.4010278691,1535704.56734397,531.580038214342,718369.197301848,34075.2930874572,2410442.3709087
2030,40,B1,166582.000450772,237428.022428449,8251963.88376148,2410.55987272273,3928951.38414319,183592.006166498,12770927.8568231
2031,40,B1,118869.184118671,174331.395414394,5739685.74784005,1924.14421969836,2753231.96986344,127706.850629335,8915749.29208559
2032,40,B1,108893.264338266,180397.000683193,5498607.08298526,1869.68681892053,2635649.79720302,122532.295820251,8547949.12784891
2033,40,B1,101000.326879382,164149.428103986,5154287.07259991,1707.60573667167,2471302.53685764,114955.081336059,8007402.05151365
2034,40,B1,102225.829803917,164912.749285405,4918684.69069311,1636.53654572241,2359746.04775538,109836.41808256,7657042.27216609
2035,40,B1,91675.5976383789,153653.717139044,4666418.91188275,1527.02240202322,2225868.12622232,104049.509732065,7243192.88501658
2036,40,B1,88216.5854095591,158479.828321266,4426026.80272571,1402.66177996588,2112730.30775706,98830.6315584365,6885686.817552
2037,40,B1,82950.2909611039,146900.586659644,4104345.7214865,1309.62829037016,1954890.71862018,91615.4484158828,6382012.39443368
2038,40,B1,77763.7721608321,145259.367405754,3852858.39477034,1241.253809122,1833131.63503533,85973.2854544948,5996227.70863587
2039,40,B1,74019.8669645802,131118.906249624,3605605.0968597,1128.18845281811,1708778.83986684,80409.4723910441,5601060.37078461
2040,40,B1,68874.6625982868,122639.13092246,3383577.63394568,1037.21031489071,1600156.3347104,75410.8004317323,5251695.77292344
2041,40,B1,45287.5726570071,104674.782422007,2257356.55571442,817.545177397972,1061544.53182015,50208.1362680498,3519889.12405903
2042,40,B1,44842.3439985369,102384.304113468,2160015.69119704,724.480974562794,1017416.42818738,48064.1053878578,3373447.35385884
2043,40,B1,40587.4064096599,100822.641781629,1886927.60270373,638.27145288564,888425.414412666,41954.3570487714,2959355.69380934
2044,40,B1,35941.3910341038,101081.616447646,1710595.13128859,622.459890279738,796968.179090493,37968.5887445374,2683177.36649565
2045,40,B1,34270.1378041148,89292.6695757884,1554282.95228032,522.456496194589,725353.341934629,34462.3761288147,2438183.93421986
2046,31,C1,8669.63080106305,9808.75681004888,323884.214566052,130.512200632842,137575.310268484,6902.14415934219,486970.568805623
2047,31,C1,8502.08422232677,9490.18054134148,323432.39516347,128.259978685172,137460.05042613,6891.31779742749,485904.288129381
2048,31,C1,8893.83516877295,9656.9603659954,321422.798201675,128.486325725394,136611.419148164,6847.34593388281,483560.845144216
2049,31,C1,7750.98807531097,9351.9026045121,321009.536554768,129.172883709607,136416.900099003,6839.38743009463,481497.887647398
2046,32,C2,27113.2021060393,30143.8973701833,1270323.45768546,484.602213390115,596457.892224331,28153.5914400568,1952676.64303946
2047,32,C2,21665.4152373409,26415.0686451251,1091364.94255754,412.313346068525,508744.563971608,24104.8094157736,1672707.11317345
2048,32,C2,20516.9602030837,23215.4520396642,958891.661391423,387.599877378564,446270.937056801,21183.2587112374,1470465.86927959
2049,32,C2,15700.4029907833,19675.354836684,806052.669001354,286.522561563631,374005.449859405,17756.9244136469,1233477.32366344
2046,33,B3,24686.0676830375,29916.8095830338,1239537.52096681,500.833696761482,582732.256212183,27475.3230704647,1904848.81121229
2047,33,B3,23904.6856706131,26973.9149073365,1076624.79731823,425.267240305269,506746.237107098,23853.9647208915,1658528.86696447
2048,33,B3,22675.4382088415,24586.6667820571,999288.47255971,405.42719187163,466688.619043172,22095.4333054037,1535740.05709106
2049,33,B3,19202.9439057193,19849.8929864682,809547.031332723,307.892323683453,374606.5762198,17820.0516215969,1241334.38838999
2046,34,B3,25603.9955352127,29763.6547031319,1235475.61066125,499.321232382119,581281.879354464,27413.584136977,1900038.04562342
2047,34,B3,22622.5692339813,26988.9583921033,1109756.00882434,441.314861591482,519483.453577383,24543.2074625921,1703835.51235199
2048,34,B3,20959.2590487252,23527.6784182821,976198.230240248,440.162865237408,456410.455838105,21607.568601676,1499143.35501227
2049,34,B3,16197.8777504747,20477.8731358115,835499.092574039,309.054956124397,387567.039060975,18411.6329802706,1278462.57045769
2046,36,C2,26910.631011886,30954.9257689337,1282673.75199993,490.310486120426,601603.991223677,28422.8272572799,1971056.43774783
2047,36,C2,22921.4581760795,27040.3145811601,1086924.01779589,390.368763215921,508881.177931137,24040.1737146911,1670197.51096217
2048,36,C2,20653.7079844554,23966.8018989281,977516.609588998,362.42287822314,455984.907032511,21597.8521797548,1500082.30156287
2049,36,C2,19280.9146208477,19871.3025679002,808258.974243802,280.306764472134,372625.609287893,17766.2460258602,1238083.35351078
2046,37,C1,8703.55104748536,9851.95792501613,323762.190479898,128.190158593248,137572.120310951,6897.56369056133,486915.573612504
2047,37,C1,8732.62367935553,9648.59733128336,322920.384929214,128.148155257626,137229.318437502,6879.54563889768,485538.61817151
2048,37,C1,7887.16464967188,10597.092942845,321795.426067225,130.327023732732,136792.1000812,6856.04308471206,484058.153849387
2049,37,C1,8467.28923310134,10092.1459649714,321588.330292157,129.051453487217,136600.319176424,6849.34121941738,483726.477339558
2046,38,C3,25072.9341046078,28760.3129964925,1184834.20496629,512.097385848996,557428.682377684,26292.1871408547,1822900.41897178
2047,38,C3,21137.6030646814,24805.0232863895,1025078.97630058,423.864757462292,480322.392854541,22679.9522165265,1574447.81248018
2048,38,C3,19096.5984515126,23585.2002406048,936533.648002339,401.121285878487,436960.673443864,20694.1393033453,1437271.38072754
2049,38,C3,16240.0992587382,20527.6594282682,791098.915237347,341.902743293423,367376.91940533,17456.2873902097,1213041.78346319
2046,39,B1,28231.8581868036,32133.3462479045,1342038.1906406,527.59528446078,634614.10544362,29809.8112174455,2067354.90702084
2047,39,B1,22963.9084688868,27204.5788047459,1158391.49947325,432.190527468944,542911.638662518,25637.73573864,1777541.55167551
2048,39,B1,21199.3252924779,25983.4312108974,1042249.60485618,405.781201635203,487234.270976674,23035.0208159627,1600107.43435383
2049,39,B1,17462.4758343681,21916.5596253299,854236.122560471,313.951274905662,397195.993568592,18838.0580466259,1309963.16091029
2046,40,B1,28035.6557479468,31518.2752761621,1336912.57489268,501.081844126165,628288.61667072,29643.2011265298,2054899.40555817
2047,40,B1,23159.0375744187,27994.9781136088,1170726.8020933,428.435027040074,547457.215046958,25882.261493644,1795648.72934897
2048,40,B1,22219.9202845318,24526.6896408127,1025053.21681906,410.15847778613,478507.279043211,22665.5052757969,1573382.7695412
2049,40,B1,16954.6380510898,21282.4226490473,863599.115937578,301.536060007443,401091.658656295,19031.8319491437,1322261.20330316
2050,31,C1,5270.07318870127,5857.91156949717,232643.583000026,130.655060795481,100993.228664593,4893.57245583199,349789.023939445
2050,32,C2,12072.2317664497,14134.6443890671,606697.287097231,262.36845739656,284877.896089376,13302.136009554,931346.563809074
2050,33,B3,13077.3878689638,14761.0603226815,655006.325008174,283.454204129029,306519.964137735,14366.0860271323,1004014.27756882
2050,34,B3,13107.4815904409,14523.1198642904,622776.437265627,279.802347882083,293923.215334886,13683.8969513997,958293.953354526
2050,36,C2,12142.1897722803,14000.2914457992,614722.873220234,267.771494094391,287969.664930657,13470.829248433,942573.620111498
2050,37,C1,4860.85544667822,5888.63364889556,233085.499794501,130.056146321689,101231.849941139,4902.90962328867,350099.804600824
2050,38,C3,13116.9832966825,15336.604600249,624446.560483237,289.294145796473,293188.864171079,13705.9297538374,960084.23645088
2050,39,B1,14065.439894106,16369.4057030834,675938.8861704,293.612402515172,315924.559348599,14829.3666824715,1037421.27020117
2050,40,B1,12789.4621763395,14948.3222454391,647118.542231496,277.993397582614,304284.795455003,14206.9484253561,993626.063931216
2025,41,B2,1129122.21755941,8520895.96933832,12698109.46633,58606.9399184443,6693595.21613281,311948.231175761,29412278.0404547
2026,41,B2,1032219.47298617,7896605.01114641,11991619.3498928,54488.7781732988,6315095.76736884,294602.844982489,27584631.22455
2027,41,B2,1016564.65262169,6228856.39017902,11314443.3001234,47012.7916952869,5959077.85717434,277799.341697457,24843754.3334912
2028,41,B2,929585.435431754,5777128.63580209,10681015.293499,44458.4736988646,5606331.43463467,262143.158136158,23300662.4312025
2029,41,B2,834537.795566449,4984556.222103,10289342.2901441,42268.8953448628,4879725.8627784,245645.298498637,21276076.3644354
2025,42,B1,1166369.96460662,8698175.62266621,13095792.3543856,59837.9438133788,6883252.46593162,321402.039420434,30224830.3908239
2026,42,B1,897693.715608483,6774563.06285413,9931233.06934231,48189.8503108727,5317976.89309716,245711.014560844,23215367.6057738
2027,42,B1,906574.107505666,5667701.81824242,9569433.59556068,42515.3369334054,5112544.78734236,236607.186223647,21535376.8318082
2028,42,B1,827213.222586074,5466618.89395854,9184728.71764479,40552.6675560802,4887926.16872224,226817.340059616,20633857.0105273
2029,42,B1,774045.363755985,4527205.14460019,9025644.80667397,39209.4808009804,4305483.60642147,216350.353633996,18887938.7558866
2025,43,C1,1250267.09212793,9245378.2826812,14395407.4123926,63732.2102812553,7500186.69993104,352151.357606069,32807123.0550201
2026,43,C1,1265868.96401349,9718896.21339322,15200105.7535471,63948.8915674112,7842674.86906276,370277.746672293,34461772.4382563
2027,43,C1,1347356.56434116,8267234.75715469,16165082.3109081,59427.9877603839,8274440.58152105,391936.629235546,34505478.8309209
2028,43,C1,1326370.12411756,8328969.51788078,17146719.35757,60260.7502217026,8701580.96978651,413937.782640279,35977838.5022168
